OID_,id,status,lon,lat,z,requestDate,installDate,roofAccess,notes,name,neighborhood,boroughCode,borough,neighborhoodCode
626,7252,Installed,-73.945171999999999,40.688845000000001,31,1602248487437.000000000000000,1602907200000.000000000000000,true,Omni+AP,,Bedford-Stuyvesant,3,Brooklyn,169
627,7259,Installed,-73.980834899999991,40.674776999999999,35,1602346016082.000000000000000,1602907200000.000000000000000,false,sx-ospf-solo,,Park Slope,3,Brooklyn,179
628,7288,Installed,-73.911491999999996,40.688699000000000,20,1602631889708.000000000000000,1603684800000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
629,7290,Installed,-73.994561599999997,40.717100100000003,35,1602647822721.000000000000000,1604811600000.000000000000000,true,,,Chinatown,1,Manhattan,138
630,7297,Installed,-73.948725699999997,40.687421600000000,33,1602708836029.000000000000000,1606107600000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
631,7323,Installed,-73.989871199999996,40.713064199999998,23,1602812027003.000000000000000,1609045200000.000000000000000,true,,,Lower East Side,1,Manhattan,137
632,7325,Installed,-73.951524499999991,40.688558299999997,30,1602824019853.000000000000000,1607317200000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
633,7342,Installed,-73.949139000000002,40.643846099999998,27,1602951664205.000000000000000,1604466000000.000000000000000,false,,,East Flatbush,3,Brooklyn,194
634,7344,Installed,-73.902338999999998,40.695220900000002,34,1602961424658.000000000000000,1611205200000.000000000000000,true,,,Ridgewood,4,Queens,149
635,7347,Installed,-73.994561599999997,40.717100100000003,35,1602979902745.000000000000000,1603512000000.000000000000000,true,Omni + AP,,Chinatown,1,Manhattan,138
636,7359,Installed,-73.970116899999994,40.690710799999998,38,1603225687291.000000000000000,1606453200000.000000000000000,true,Omni,,Fort Greene,3,Brooklyn,163
637,7379,Installed,-73.919271199999997,40.694539300000002,22,1603426480172.000000000000000,1604116800000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
638,7390,Installed,-73.992208300000001,40.718898099999997,34,1603561820078.000000000000000,1603512000000.000000000000000,true,,,Lower East Side,1,Manhattan,137
639,7398,Installed,-73.940505599999995,40.675781399999998,34,1603645237916.000000000000000,1604116800000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
640,7448,Installed,-73.921884399999996,40.708457199999998,28,1604440343413.000000000000000,1604811600000.000000000000000,true,,,Bushwick,4,Brooklyn,157
641,7449,Installed,-73.932606600000000,40.680993800000003,31,1604441842995.000000000000000,1640840400000.000000000000000,false,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
642,7465,Installed,-73.940000499999996,40.675748100000000,35,1604587955019.000000000000000,1611550800000.000000000000000,true,Omni only,,Crown Heights,3,Brooklyn,180
643,7484,Installed,-73.917492999999993,40.686016000000002,24,1604780956371.000000000000000,1604466000000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
644,7489,Installed,-73.913889999999995,40.659883999999998,33,1604933076774.000000000000000,1607317200000.000000000000000,true,hub Omni + sectors,Brownsville,Brownsville,3,Brooklyn,184
645,7503,Installed,-73.914515199999997,40.703991899999998,31,1605021542113.000000000000000,1608354000000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
646,7512,Installed,-73.975436999999999,40.698867999999997,45,1605037727925.000000000000000,1605070800000.000000000000000,true,hub Omni+Sectors,Navy Yard,Navy Yard,3,Brooklyn,153
647,7516,Installed,-73.952904500000002,40.684615899999997,27,1605111529707.000000000000000,1607230800000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
648,7530,Installed,-73.979275999999999,40.683800499999997,23,1605214454045.000000000000000,1605934800000.000000000000000,true,,,Boerum Hill,3,Brooklyn,170
649,7534,Installed,-73.947751299999993,40.690805099999999,29,1605230193713.000000000000000,1624161600000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
650,7535,Installed,-73.986729900000000,40.724784999999997,7,1605233529931.000000000000000,1605848400000.000000000000000,false,,,East Village,1,Manhattan,127
651,7537,Installed,-73.961399599999993,40.683157500000000,41,1605270638040.000000000000000,1607576400000.000000000000000,false,Omni,,Clinton Hill,3,Brooklyn,165
652,7547,Installed,-73.943097799999990,40.704901900000003,21,1605460659072.000000000000000,,true,sxt-kiosk-vpn-ospf,,Williamsburg,4,Brooklyn,145
653,7553,Installed,-73.979885899999999,40.728723000000002,20,1605548138858.000000000000000,1650427200000.000000000000000,false,SXT,,East Village,1,Manhattan,127
654,7574,Installed,-74.013073699999993,40.649689700000003,27,1605644338150.000000000000000,1614229200000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
655,7580,Installed,-73.914515199999997,40.703991899999998,31,1605717301284.000000000000000,1608354000000.000000000000000,true,,,Bushwick,4,Brooklyn,157
656,7582,Installed,-73.927175899999995,40.684982200000000,27,1605722118590.000000000000000,1609045200000.000000000000000,true,Omni hub,,Bedford-Stuyvesant,3,Brooklyn,169
657,7591,Installed,-73.947051799999997,40.690553199999997,27,1605801056475.000000000000000,1607230800000.000000000000000,true,Omni+AP,,Bedford-Stuyvesant,3,Brooklyn,169
658,7600,Installed,-73.916352300000000,40.704101500000000,27,1605897914537.000000000000000,1607576400000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
659,7611,Installed,-73.996374099999997,40.720973099999988,32,1605990842773.000000000000000,1605934800000.000000000000000,true,,,Nolita,1,Manhattan,130
660,7632,Installed,-73.989717599999992,40.662569099999999,42,1606348913351.000000000000000,1623816000000.000000000000000,true,Omni only,,Sunset Park,3,Brooklyn,193
661,7638,Installed,-73.993987300000001,40.680006900000002,27,1606411999099.000000000000000,1606366800000.000000000000000,false,vpn,,Carroll Gardens,3,Brooklyn,173
662,7640,Installed,-73.953028199999991,40.823536900000001,54,1606426932715.000000000000000,1606366800000.000000000000000,false,sxt-kiosk-vpn,,Harlem,1,Manhattan,71
663,7669,Installed,-73.949292299999996,40.671820199999999,43,1606776360953.000000000000000,1610168400000.000000000000000,true,omni only,,Crown Heights,3,Brooklyn,180
664,7674,Installed,-73.944008999999994,40.717585000000000,14,1606929949896.000000000000000,1609995600000.000000000000000,true,Omni,,Williamsburg,4,Brooklyn,145
665,7686,Installed,-73.944794999999999,40.674631599999998,46,1607022084833.000000000000000,1615438800000.000000000000000,true,hub Omni,,Crown Heights,3,Brooklyn,180
666,7697,Installed,-73.952904500000002,40.684615899999997,27,1607199536650.000000000000000,1607835600000.000000000000000,false,,,Bedford-Stuyvesant,3,Brooklyn,169
667,7698,Installed,-73.969113699999994,40.692096599999999,39,1607202845054.000000000000000,1607144400000.000000000000000,false,,,Clinton Hill,3,Brooklyn,165
668,7699,Installed,-73.969113699999994,40.692096599999999,39,1607209795338.000000000000000,1607144400000.000000000000000,true,,,Clinton Hill,3,Brooklyn,165
669,7708,Installed,-73.961772799999991,40.684261200000002,34,1607445011176.000000000000000,1619409600000.000000000000000,true,Omni,,Clinton Hill,3,Brooklyn,165
670,7710,Installed,-73.914630000000002,40.685942999999988,26,1607447793916.000000000000000,1614229200000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
671,7711,Installed,-73.994561599999997,40.717100100000003,35,1607457681776.000000000000000,1611378000000.000000000000000,true,,,Chinatown,1,Manhattan,138
672,7727,Installed,-73.954607600000003,40.692247199999997,49,1607627535204.000000000000000,1607576400000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
673,7729,Installed,-73.954607600000003,40.692247199999997,49,1607630846792.000000000000000,1607576400000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
674,7734,Installed,-73.914763899999997,40.660348200000001,25,1607711298954.000000000000000,1608181200000.000000000000000,true,Omni,,Brownsville,3,Brooklyn,184
675,7736,Installed,-73.954607600000003,40.692247199999997,49,1607718616246.000000000000000,1607576400000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
676,7755,Installed,-73.944371799999999,40.688301600000003,40,1607971175407.000000000000000,1609822800000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
677,7764,Installed,-73.994205199999996,40.719361100000000,32,1608085185583.000000000000000,1610082000000.000000000000000,true,Omni,,Lower East Side,1,Manhattan,137
678,7765,Installed,-73.953845899999990,40.677775400000009,50,1608090220510.000000000000000,1618632000000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
679,7770,Installed,-73.939154700000003,40.687362899999997,24,1608133522891.000000000000000,1621828800000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
680,7777,Installed,-74.000747600000011,40.647846899999998,61,1608147726089.000000000000000,1612414800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
681,7784,Installed,-73.984259100000017,40.720277299999999,26,1608250023151.000000000000000,1651377600000.000000000000000,true,Omni,,Lower East Side,1,Manhattan,137
682,7787,Installed,-74.000747600000011,40.647846899999998,61,1608262857698.000000000000000,1612414800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
683,7789,Installed,-73.983536299999997,40.728718499999999,27,1608320981077.000000000000000,1614315600000.000000000000000,true,Omni,,East Village,1,Manhattan,127
684,7798,Installed,-73.951524499999991,40.688558299999997,30,1608430330203.000000000000000,1613797200000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
685,7800,Installed,-73.950355000000002,40.815327000000003,87,1608438595596.000000000000000,1618545600000.000000000000000,true,Hub Omni + sectors,CCNY,Harlem,1,Manhattan,71
686,7817,Installed,-73.982739899999999,40.665971200000001,48,1608662699721.000000000000000,1620100800000.000000000000000,true,Omni,,South Slope,3,Brooklyn,183
687,7825,Installed,-73.979997200000000,40.676385900000000,31,1608839416620.000000000000000,1634616000000.000000000000000,false,,,Park Slope,3,Brooklyn,179
688,7830,Installed,-73.925843999999998,40.682899399999997,28,1609015346964.000000000000000,1609045200000.000000000000000,false,,,Bedford-Stuyvesant,3,Brooklyn,169
689,7840,Installed,-73.974369800000005,40.696452499999999,22,1609101013015.000000000000000,1609218000000.000000000000000,true,,,Fort Greene,3,Brooklyn,163
690,7852,Installed,-73.964060899999993,40.673655699999998,67,1609261080245.000000000000000,1616385600000.000000000000000,false,,,Prospect Heights,3,Brooklyn,175
691,7853,Installed,-73.914277999999996,40.684130000000003,28,1609261745114.000000000000000,1610600400000.000000000000000,false,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
692,7857,Installed,-73.998085000000003,40.712136999999998,23,1609283084419.000000000000000,1606539600000.000000000000000,true,,,Civic Center,1,Manhattan,140
693,7868,Installed,-74.000705000000011,40.660544999999999,8,1609533530584.000000000000000,1610946000000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
694,7869,Installed,-73.999329299999999,40.715511900000003,25,1609546283691.000000000000000,1611205200000.000000000000000,true,Omni,,Chinatown,1,Manhattan,138
695,7883,Installed,-74.013073699999993,40.649689700000003,27,1609720767396.000000000000000,1614229200000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
696,7889,Installed,-73.954777999999990,40.726915200000001,18,1609794803513.000000000000000,1613019600000.000000000000000,true,,,Greenpoint,3,Brooklyn,123
697,7894,Installed,-73.940505599999995,40.675317700000001,42,1609850761188.000000000000000,1611723600000.000000000000000,true,Omni only,,Crown Heights,3,Brooklyn,180
698,7901,Installed,-73.927175899999995,40.684982200000000,27,1609950299531.000000000000000,1612242000000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
699,7909,Installed,-73.951298800000004,40.726845500000003,24,1610042286259.000000000000000,1648267200000.000000000000000,true,Omni only,,Greenpoint,3,Brooklyn,123
700,7912,Installed,-73.943180599999991,40.689906899999997,26,1610051839395.000000000000000,1621137600000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
701,7925,Installed,-73.999376999999996,40.656464000000000,18,1610223687205.000000000000000,1613365200000.000000000000000,true,Omni + AP,,Sunset Park,3,Brooklyn,193
702,7926,Installed,-73.983622799999992,40.727449499999999,25,1610229285264.000000000000000,1629259200000.000000000000000,true,Omni,,East Village,1,Manhattan,127
703,7930,Installed,-73.996850699999996,40.712495400000002,18,1610317640567.000000000000000,1610514000000.000000000000000,true,,,Two Bridges,1,Manhattan,146
704,7934,Installed,-74.001887999999994,40.655369999999998,14,1610359248850.000000000000000,1615093200000.000000000000000,true,Omni only,,Sunset Park,3,Brooklyn,193
705,7941,Installed,-73.996159200000008,40.712012299999998,24,1610420794787.000000000000000,1611982800000.000000000000000,true,Omni,,Two Bridges,1,Manhattan,146
706,7954,Installed,-73.951041500000002,40.676400000000001,41,1610568903742.000000000000000,1610773200000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
707,7959,Installed,-73.940379300000004,40.676178800000002,33,1610587468552.000000000000000,1630382400000.000000000000000,true,omni only,,Crown Heights,3,Brooklyn,180
708,7975,Installed,-73.994561599999997,40.717100100000003,35,1610725874927.000000000000000,1611291600000.000000000000000,true,,,Chinatown,1,Manhattan,138
709,7976,Installed,-73.941022199999992,40.675439500000003,34,1610732297581.000000000000000,1621396800000.000000000000000,true,Omni only,,Crown Heights,3,Brooklyn,180
710,7977,Installed,-73.996392000000000,40.713009599999999,27,1610734652086.000000000000000,1615611600000.000000000000000,true,Omni,,Chinatown,1,Manhattan,138
711,7985,Installed,-73.940773999999990,40.675964000000000,35,1610905834634.000000000000000,1613797200000.000000000000000,true,Hub Omni + 60G cube,Revere,Crown Heights,3,Brooklyn,180
712,7997,Installed,-73.924910999999994,40.682535000000001,30,1611086358024.000000000000000,1614142800000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
713,8017,Installed,-73.960339599999998,40.660741199999997,44,1611279269738.000000000000000,1624248000000.000000000000000,true,Omni,,Prospect-Lefferts Gardens,3,Brooklyn,187
714,8021,Installed,-73.958300100000002,40.656804100000002,46,1611323617509.000000000000000,1611723600000.000000000000000,true,Omni only,,Prospect-Lefferts Gardens,3,Brooklyn,187
715,8030,Installed,-73.911789999999996,40.694350000000000,26,1611437369194.000000000000000,1611378000000.000000000000000,true,,,Bushwick,4,Brooklyn,157
716,8031,Installed,-73.941251899999997,40.688222400000001,26,1611439935191.000000000000000,1622001600000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
717,8044,Installed,-73.950346799999991,40.730394300000000,23,1611562686790.000000000000000,1616817600000.000000000000000,true,Omni only,,Greenpoint,3,Brooklyn,123
718,8054,Installed,-73.942388499999993,40.685129199999999,29,1611612144214.000000000000000,1611723600000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
719,8058,Installed,-73.921884399999996,40.708457199999998,28,1611676335941.000000000000000,1615611600000.000000000000000,true,,,Bushwick,4,Brooklyn,157
720,8068,Installed,-73.958047499999992,40.709876199999997,32,1611769791511.000000000000000,1615525200000.000000000000000,true,Omni,,Williamsburg,4,Brooklyn,145
721,8069,Installed,-73.914456999999999,40.660297999999997,25,1611780069056.000000000000000,1611723600000.000000000000000,true,Omni only,,Brownsville,3,Brooklyn,184
722,8077,Installed,-73.990808000000001,40.662810800000003,52,1611844818304.000000000000000,1618718400000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
723,8079,Installed,-73.998456300000001,40.716044699999998,29,1611850621194.000000000000000,1612587600000.000000000000000,true,Omni,,Chinatown,1,Manhattan,138
724,8086,Installed,-73.980546599999997,40.722186200000003,28,1611915265893.000000000000000,1612587600000.000000000000000,true,Omni,,East Village,1,Manhattan,127
725,8104,Installed,-73.953845899999990,40.677775400000009,50,1612149207529.000000000000000,1618632000000.000000000000000,true,,,Crown Heights,3,Brooklyn,180
726,8108,Installed,-73.964060899999993,40.673655699999998,67,1612224928577.000000000000000,1612155600000.000000000000000,false,,,Prospect Heights,3,Brooklyn,175
727,8133,Installed,-73.925946499999995,40.689625999999997,32,1612454714343.000000000000000,1635048000000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
728,8134,Installed,-74.000847199999995,40.647803900000000,61,1612457725420.000000000000000,1612414800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
729,8141,Installed,-74.000847199999995,40.647803900000000,61,1612489673307.000000000000000,1612414800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
730,8142,Installed,-74.000747600000011,40.647846899999998,61,1612489949954.000000000000000,1612414800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
731,8143,Installed,-74.000747600000011,40.647846899999998,61,1612489963211.000000000000000,1612414800000.000000000000000,false,,,Sunset Park,3,Brooklyn,193
732,8144,Installed,-74.000747600000011,40.647846899999998,61,1612492095874.000000000000000,1612414800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
733,8146,Installed,-74.000747600000011,40.647846899999998,61,1612535907615.000000000000000,1612414800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
734,8150,Installed,-73.997717499999993,40.716319499999997,28,1612574324589.000000000000000,1615006800000.000000000000000,true,Omni,,Chinatown,1,Manhattan,138
735,8152,Installed,-73.921884399999996,40.708457199999998,28,1612621055747.000000000000000,1615611600000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
736,8174,Installed,-73.942419000000001,40.679819999999999,42,1612827412979.000000000000000,1613278800000.000000000000000,true,hub Omni + Sectors,Fulton,Bedford-Stuyvesant,3,Brooklyn,169
737,8175,Installed,-73.924370099999990,40.691605699999997,35,1612841387251.000000000000000,1614142800000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
738,8189,Installed,-73.941497999999996,40.680717000000001,31,1612979058444.000000000000000,1620273600000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
739,8190,Installed,-73.944943499999994,40.691185500000003,31,1612979547689.000000000000000,1621137600000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
740,8194,Installed,-73.944063000000000,40.726880000000001,16,1612986060593.000000000000000,1615179600000.000000000000000,true,Omni only,,Greenpoint,3,Brooklyn,123
741,8196,Installed,-73.908139100000000,40.706459299999999,39,1612996927019.000000000000000,1612846800000.000000000000000,true,,,Ridgewood,4,Queens,149
742,8200,Installed,-73.905430099999990,40.701344499999998,35,1613009902257.000000000000000,1618027200000.000000000000000,true,Omni,,Ridgewood,4,Queens,149
743,8216,Installed,-73.911858799999990,40.694233599999997,25,1613185801444.000000000000000,1623643200000.000000000000000,true,wired to 7178,,Bushwick,4,Brooklyn,157
744,8224,Installed,-73.996036099999998,40.719553599999998,33,1613415890140.000000000000000,1633147200000.000000000000000,true,Omni,,Little Italy,1,Manhattan,134
745,8248,Installed,-73.930592799999999,40.694696700000001,29,1613590111160.000000000000000,1634097600000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
746,8252,Installed,-73.929345900000001,40.686595099999998,31,1613598940223.000000000000000,1614661200000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
747,8267,Installed,-73.921884399999996,40.708457199999998,28,1613836873476.000000000000000,1615611600000.000000000000000,true,,,Bushwick,4,Brooklyn,157
748,8269,Installed,-73.920573899999994,40.699058299999997,21,1613844532970.000000000000000,1613970000000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
749,8274,Installed,-73.921636100000001,40.708817699999997,28,1613940673497.000000000000000,1615611600000.000000000000000,true,,,Bushwick,4,Brooklyn,157
750,8285,Installed,-73.894572400000001,40.703905499999998,45,1614121400797.000000000000000,1617940800000.000000000000000,true,Omni,,Glendale,4,Queens,150
751,8287,Installed,-73.921183999999997,40.660072999999997,16,1614217349457.000000000000000,1618632000000.000000000000000,true,Omni,,East Flatbush,3,Brooklyn,194
752,8295,Installed,-73.911142699999999,40.707993999999999,41,1614385657042.000000000000000,1621828800000.000000000000000,true,Omni,,Ridgewood,4,Queens,149
753,8314,Installed,-73.925323199999994,40.682487999999999,5,1614651210908.000000000000000,1610773200000.000000000000000,true,,Decatur,Bedford-Stuyvesant,3,Brooklyn,169
754,8362,Installed,-73.941194499999995,40.676034000000001,35,1615136822998.000000000000000,1616385600000.000000000000000,true,Omni only,,Crown Heights,3,Brooklyn,180
755,8363,Installed,-73.924294000000003,40.682707600000001,25,1615149253154.000000000000000,1622088000000.000000000000000,true,Omni only + AP,,Bedford-Stuyvesant,3,Brooklyn,169
756,8367,Installed,-73.940771100000006,40.674398200000013,45,1615160034712.000000000000000,1622779200000.000000000000000,true,,,Crown Heights,3,Brooklyn,180
757,8370,Installed,-73.998566900000000,40.603924900000003,25,1615181397508.000000000000000,1616817600000.000000000000000,true,,,Bath Beach,3,Brooklyn,253
758,8372,Installed,-73.992954400000002,40.659452500000000,40,1615224441750.000000000000000,1617422400000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
759,8506,Installed,-73.960339599999998,40.660741199999997,44,1615572533027.000000000000000,1624248000000.000000000000000,true,,,Prospect-Lefferts Gardens,3,Brooklyn,187
760,8509,Installed,-73.916503100000014,40.687155599999997,27,1615588332997.000000000000000,1616990400000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
761,8517,Installed,-73.961422499999998,40.653536799999998,41,1615897686033.000000000000000,1617422400000.000000000000000,true,Omni,,Flatbush,3,Brooklyn,199
762,8525,Installed,-73.983719999999991,40.729130599999998,23,1616011610241.000000000000000,1617076800000.000000000000000,false,Omni only,,East Village,1,Manhattan,127
763,8531,Installed,-73.963013500000002,40.678180500000003,46,1616040771573.000000000000000,1618372800000.000000000000000,true,60lr to Wave60 + Omni,,Crown Heights,3,Brooklyn,180
764,8536,Installed,-73.930323999999999,40.697265999999999,31,1616123172210.000000000000000,1616126400000.000000000000000,true,,,Bushwick,4,Brooklyn,157
765,8538,Installed,-73.915734000000000,40.681719000000001,24,1616162722972.000000000000000,1623124800000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
766,8546,Installed,-73.962722700000000,40.662097400000000,47,1616264883047.000000000000000,1617854400000.000000000000000,true,,,Prospect-Lefferts Gardens,3,Brooklyn,187
767,8548,Installed,-73.934165899999996,40.681595999999999,28,1616280587924.000000000000000,1632542400000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
768,8554,Installed,-73.981348199999999,40.728838600000003,18,1616417073505.000000000000000,1617422400000.000000000000000,true,Omni,,East Village,1,Manhattan,127
769,8555,Installed,-73.952125400000000,40.685155799999997,24,1616418323365.000000000000000,1616385600000.000000000000000,false,,,Bedford-Stuyvesant,3,Brooklyn,169
770,8567,Installed,-73.941194499999995,40.676034000000001,35,1616533194031.000000000000000,1616472000000.000000000000000,false,,,Crown Heights,3,Brooklyn,180
771,8568,Installed,-73.958047499999992,40.709876199999997,32,1616534272825.000000000000000,1623211200000.000000000000000,false,,,Williamsburg,4,Brooklyn,145
772,8570,Installed,-73.990808000000001,40.662810800000003,52,1616539063366.000000000000000,1618718400000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
773,8574,Installed,-73.990808000000001,40.662810800000003,52,1616611894406.000000000000000,1618718400000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
774,8592,Installed,-73.902537600000002,40.704018800000000,36,1616872444304.000000000000000,1618027200000.000000000000000,true,,,Ridgewood,4,Queens,149
775,8611,Installed,-73.983456000000004,40.729582000000001,23,1617160350580.000000000000000,1617422400000.000000000000000,true,Omni,,East Village,1,Manhattan,127
776,8646,Installed,-73.907991899999999,40.709133999999999,43,1617387030629.000000000000000,1652500800000.000000000000000,true,Omni only,,Ridgewood,4,Queens,149
777,8650,Installed,-73.923444300000000,40.701374800000004,25,1617415629022.000000000000000,1623470400000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
778,8653,Installed,-73.983456000000004,40.729582000000001,23,1617466717926.000000000000000,1617422400000.000000000000000,true,Omni,,East Village,1,Manhattan,127
779,8655,Installed,-73.951041500000002,40.676400000000001,41,1617471763820.000000000000000,1619236800000.000000000000000,true,,,Crown Heights,3,Brooklyn,180
780,8660,Installed,-73.955061999999998,40.679597899999997,36,1617485209781.000000000000000,1618372800000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
781,8665,Installed,-73.949655999999990,40.692822000000000,23,1617562827745.000000000000000,1628222400000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
782,8667,Installed,-73.963686899999999,40.679521999999999,44,1617569354090.000000000000000,1618545600000.000000000000000,true,Omni+sxt,,Crown Heights,3,Brooklyn,180
783,8669,Installed,-73.955061999999998,40.679597899999997,36,1617632855903.000000000000000,1618372800000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
784,8684,Installed,-73.940689300000003,40.676271200000002,35,1617757648304.000000000000000,1623643200000.000000000000000,true,Omni only,,Crown Heights,3,Brooklyn,180
785,8696,Installed,-73.926682200000002,40.694520999999988,29,1617920010652.000000000000000,1624852800000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
786,8701,Installed,-73.915205100000009,40.701580300000003,30,1618080143900.000000000000000,1618027200000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
787,8712,Installed,-73.925556999999998,40.698706100000003,22,1618416266238.000000000000000,1620532800000.000000000000000,true,Solo SXT,,Bushwick,4,Brooklyn,157
788,8724,Installed,-73.938890499999999,40.684303200000002,28,1618509553483.000000000000000,1626235200000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
789,8725,Installed,-73.985918400000003,40.718932500000001,26,1618510806884.000000000000000,1627704000000.000000000000000,true,,Blue Stockings,Lower East Side,1,Manhattan,137
790,8746,Installed,-73.973004599999996,40.634201999999988,33,1618673473401.000000000000000,1618632000000.000000000000000,true,,,Kensington,3,Brooklyn,201
791,8750,Installed,-73.913213799999994,40.692244500000001,21,1618691047180.000000000000000,1624420800000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
792,8761,Installed,-73.973751199999995,40.686921200000000,35,1618839471426.000000000000000,1621656000000.000000000000000,true,Omni,,Fort Greene,3,Brooklyn,163
793,8767,Installed,-73.902957999999998,40.696176000000001,29,1618931153363.000000000000000,1648353600000.000000000000000,false,Omni,,Ridgewood,4,Queens,149
794,8793,Installed,-73.943732999999995,40.692495999999998,28,1619185410968.000000000000000,1627358400000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
795,8806,Installed,-73.944996000000003,40.687321300000001,31,1619326202965.000000000000000,1620532800000.000000000000000,true,omni only,,Bedford-Stuyvesant,3,Brooklyn,169
796,8822,Installed,-73.986262699999997,40.719155200000003,35,1619469815302.000000000000000,1619409600000.000000000000000,true,AP 504 Natalia,,Lower East Side,1,Manhattan,137
797,8833,Installed,-73.986262699999997,40.719155200000003,35,1619549850631.000000000000000,1622779200000.000000000000000,true,,,Lower East Side,1,Manhattan,137
798,8835,Installed,-73.986314499999992,40.719049299999988,35,1619613309107.000000000000000,1619582400000.000000000000000,true,,,Lower East Side,1,Manhattan,137
799,8856,Installed,-73.986262699999997,40.719155200000003,35,1619825105038.000000000000000,1620273600000.000000000000000,true,,,Lower East Side,1,Manhattan,137
800,8862,Installed,-73.978825799999996,40.722684800000003,21,1620006188459.000000000000000,1621310400000.000000000000000,true,,,East Village,1,Manhattan,127
801,8867,Installed,-73.986262699999997,40.719155200000003,35,1620078819042.000000000000000,1620273600000.000000000000000,false,,,Lower East Side,1,Manhattan,137
802,8868,Installed,-73.986262699999997,40.719155200000003,35,1620080228330.000000000000000,1620273600000.000000000000000,true,,,Lower East Side,1,Manhattan,137
803,8870,Installed,-73.986262699999997,40.719155200000003,35,1620096240151.000000000000000,1620273600000.000000000000000,true,,,Lower East Side,1,Manhattan,137
804,8874,Installed,-73.986262699999997,40.719155200000003,35,1620144316293.000000000000000,1620273600000.000000000000000,false,,,Lower East Side,1,Manhattan,137
805,8875,Installed,-73.986262699999997,40.719155200000003,35,1620144723499.000000000000000,1620273600000.000000000000000,false,,,Lower East Side,1,Manhattan,137
