OID_,id,status,lon,lat,z,requestDate,installDate,roofAccess,notes,name,neighborhood,boroughCode,borough,neighborhoodCode
299,3220,Installed,-73.929007999999996,40.685529000000002,25,1557178595087.000000000000000,1557547200000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
300,3229,Installed,-73.967570999999992,40.798951000000002,54,1557476271226.000000000000000,1563336000000.000000000000000,true,kiosk,,Upper West Side,1,Manhattan,83
301,3233,Installed,-73.917450799999997,40.699269699999988,23,1557589306671.000000000000000,1559966400000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
302,3234,Installed,-73.938109999999995,40.713952999999997,19,1557594286483.000000000000000,1558065600000.000000000000000,true,Omni,,Williamsburg,4,Brooklyn,145
303,3282,Installed,-73.905727099999993,40.687236800000001,25,1558635423138.000000000000000,1559448000000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
304,3284,Installed,-74.001994900000000,40.650379000000001,43,1558672283613.000000000000000,1560571200000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
305,3300,Installed,-73.995498299999994,40.660963600000002,33,1559143401383.000000000000000,1560571200000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
306,3301,Installed,-73.952766699999998,40.672888299999997,45,1559145621791.000000000000000,1561176000000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
307,3305,Installed,-73.949598199999997,40.686888900000000,24,1559232973567.000000000000000,1563508800000.000000000000000,true,Omni-sxt,,Bedford-Stuyvesant,3,Brooklyn,169
308,3312,Installed,-74.001200999999995,40.661088999999997,-1,1559316035411.000000000000000,1561435200000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
309,3326,Installed,-73.938485000000000,40.675802900000001,38,1559657548435.000000000000000,1560052800000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
310,3342,Installed,-73.998005300000003,40.715617700000003,26,1560030129822.000000000000000,1561348800000.000000000000000,true,,,Chinatown,1,Manhattan,138
311,3353,Installed,-73.954789899999994,40.726912599999999,19,1560262428383.000000000000000,1564286400000.000000000000000,true,Omni only,,Greenpoint,3,Brooklyn,123
312,3354,Installed,-74.001421299999990,40.660916999999998,16,1560269795660.000000000000000,1561435200000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
313,3377,Installed,-73.979506200000003,40.725337300000000,24,1560874774810.000000000000000,1561608000000.000000000000000,true,,,East Village,1,Manhattan,127
314,3396,Installed,-73.904669999999996,40.704770000000003,35,1561056916886.000000000000000,1564804800000.000000000000000,false,Omni,,Ridgewood,4,Queens,149
315,3410,Installed,-73.989480000000000,40.728659999999998,27,1561380558825.000000000000000,1562558400000.000000000000000,true,,,East Village,1,Manhattan,127
316,3411,Installed,-73.979557999999997,40.713425000000001,65,1561390334386.000000000000000,1564632000000.000000000000000,false,,,Lower East Side,1,Manhattan,137
317,3424,Installed,-73.960974800000017,40.675764999999998,60,1561566814365.000000000000000,1574226000000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
318,3429,Installed,-73.980319299999991,40.728493200000003,30,1561572146136.000000000000000,1563336000000.000000000000000,true,,,East Village,1,Manhattan,127
319,3430,Installed,-73.921759999999992,40.683751999999998,23,1561572974318.000000000000000,1567051200000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
320,3431,Installed,-73.912719999999993,40.703384300000003,32,1561575985680.000000000000000,1561521600000.000000000000000,true,roof node 3277,,Bushwick,4,Brooklyn,157
321,3461,Installed,-73.964439999999996,40.672699000000001,99,1561662928955.000000000000000,1567569600000.000000000000000,true,hub omni+sector,Prospect Heights (PH),Prospect Heights,3,Brooklyn,175
322,3480,Installed,-73.910978599999993,40.680005500000000,36,1561819863555.000000000000000,1562990400000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
323,3531,Installed,-73.995697499999991,40.712634299999998,28,1562003313508.000000000000000,1564545600000.000000000000000,true,Hub Omni,,Two Bridges,1,Manhattan,146
324,3572,Installed,-73.957522999999995,40.656047000000001,27,1562270443970.000000000000000,1571457600000.000000000000000,true,Omni-only,,Prospect-Lefferts Gardens,3,Brooklyn,187
325,3575,Installed,-73.945752299999995,40.687336700000003,28,1562348397392.000000000000000,1566705600000.000000000000000,false,Omni-only,,Bedford-Stuyvesant,3,Brooklyn,169
326,3578,Installed,-73.981446599999998,40.729303700000003,25,1562426800705.000000000000000,1563163200000.000000000000000,true,Omni,,East Village,1,Manhattan,127
327,3606,Installed,-73.921884399999996,40.708457199999998,28,1562766347484.000000000000000,1564200000000.000000000000000,true,hub Omni+sectors,Jefferson,Bushwick,4,Brooklyn,157
328,3607,Installed,-73.945961999999994,40.682839999999999,28,1562768113675.000000000000000,1563076800000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
329,3623,Installed,-73.978755899999996,40.725754700000003,25,1562945173024.000000000000000,1563336000000.000000000000000,true,,,East Village,1,Manhattan,127
330,3625,Installed,-73.930047999999999,40.697445999999999,29,1562959045718.000000000000000,1562904000000.000000000000000,true,wired,,Bushwick,4,Brooklyn,157
331,3641,Installed,-73.984816499999994,40.666154900000002,44,1563287941313.000000000000000,1563854400000.000000000000000,true,Omni,,South Slope,3,Brooklyn,183
332,3644,Interested,-74.008510999999999,40.659104999999997,20,1563385369094.000000000000000,1565236800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
333,3646,Installed,-73.936752499999997,40.692665699999999,30,1563412487484.000000000000000,1565409600000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
334,3654,Installed,-73.948912899999996,40.709902700000001,27,1563475293190.000000000000000,1572753600000.000000000000000,true,Omni,,Williamsburg,4,Brooklyn,145
335,3662,Installed,-73.927942000000002,40.685696999999998,25,1563567356793.000000000000000,1569211200000.000000000000000,true,hub Omni,,Bedford-Stuyvesant,3,Brooklyn,169
336,3675,Installed,-73.913684599999996,40.699582599999999,32,1563802642963.000000000000000,1570334400000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
337,3682,Installed,-73.956876600000001,40.688174900000000,34,1563908276972.000000000000000,1573880400000.000000000000000,false,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
338,3713,Installed,-73.945362099999997,40.680662699999999,33,1564361058334.000000000000000,1580360400000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
339,3715,Installed,-73.921940199999995,40.684081800000001,23,1564407678130.000000000000000,1566273600000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
340,3716,Installed,-73.954624999999993,40.730400000000003,24,1564408629310.000000000000000,1571630400000.000000000000000,true,Omni,,Greenpoint,3,Brooklyn,123
341,3721,Installed,-73.954699099999999,40.726629500000001,18,1564424924003.000000000000000,1564718400000.000000000000000,true,Omni only,,Greenpoint,3,Brooklyn,123
342,3729,Installed,-73.911801400000016,40.680000000000000,38,1564494382100.000000000000000,1568001600000.000000000000000,true,lbe only,,Bedford-Stuyvesant,3,Brooklyn,169
343,3736,Installed,-73.947483000000005,40.687550999999999,27,1564540767619.000000000000000,1564545600000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
344,3737,Installed,-73.947515999999993,40.687545000000000,27,1564540848481.000000000000000,1564545600000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
345,3738,Installed,-73.947507000000002,40.687505000000002,27,1564540932698.000000000000000,1564545600000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
346,3739,Installed,-73.947495000000004,40.687472000000000,27,1564540993315.000000000000000,1564545600000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
347,3744,Installed,-73.916755199999997,40.705288600000003,25,1564617526258.000000000000000,1565496000000.000000000000000,true,,,Bushwick,4,Brooklyn,157
348,3782,Installed,-74.007720000000006,40.647979999999997,49,1565053055200.000000000000000,1566619200000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
349,3792,Installed,-73.995791900000000,40.712076000000003,29,1565108565289.000000000000000,1567828800000.000000000000000,true,sxt solo wds,,Two Bridges,1,Manhattan,146
350,3861,Installed,-73.954101800000004,40.725540000000002,18,1565195953836.000000000000000,1580187600000.000000000000000,true,,,Greenpoint,3,Brooklyn,123
351,3863,Installed,-73.989468799999997,40.713868200000000,57,1565196692267.000000000000000,1567915200000.000000000000000,false,sxt solo wds,,Lower East Side,1,Manhattan,137
352,3864,Installed,-73.990065000000001,40.715319999999998,28,1565197839381.000000000000000,1566014400000.000000000000000,true,Omni only,,Chinatown,1,Manhattan,138
353,3923,Installed,-73.933835100000010,40.680830600000000,30,1565229417275.000000000000000,1570680000000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
354,3963,Installed,-73.979863899999998,40.723155899999988,22,1565364752087.000000000000000,1642827600000.000000000000000,true,,,East Village,1,Manhattan,127
355,3971,Installed,-73.918959899999990,40.688818300000001,26,1565466017928.000000000000000,1566100800000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
356,3973,Installed,-73.918959899999990,40.688818300000001,26,1565472471346.000000000000000,1567569600000.000000000000000,true,,,Bushwick,4,Brooklyn,157
357,4018,Installed,-73.921113499999990,40.684176500000000,25,1565586265305.000000000000000,1567828800000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
358,4021,Installed,-73.921940199999995,40.684081800000001,23,1565617785268.000000000000000,1566273600000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
359,4026,Installed,-73.988902699999997,40.727272100000000,31,1565623152966.000000000000000,1633579200000.000000000000000,true,omni,,East Village,1,Manhattan,127
360,4032,Installed,-74.004018399999993,40.656110900000002,16,1565644114394.000000000000000,1579410000000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
361,4037,Installed,-73.927612199999999,40.683054700000000,30,1565698371531.000000000000000,1575694800000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
362,4043,Installed,-73.943995700000002,40.716527900000003,24,1565709651510.000000000000000,1593489600000.000000000000000,true,SXT solo,,Williamsburg,4,Brooklyn,145
363,4062,Installed,-73.957764999999995,40.670158000000001,61,1565795705811.000000000000000,1568779200000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
364,4101,Installed,-73.954101800000004,40.725540000000002,18,1565997138883.000000000000000,1580187600000.000000000000000,false,,,Greenpoint,3,Brooklyn,123
365,4107,Installed,-73.990065000000001,40.715319999999998,28,1566065399388.000000000000000,1566014400000.000000000000000,true,,,Chinatown,1,Manhattan,138
366,4108,Installed,-73.990065000000001,40.715319999999998,28,1566065990273.000000000000000,1566014400000.000000000000000,true,,,Chinatown,1,Manhattan,138
367,4116,Installed,-73.983123100000000,40.728466800000007,23,1566075863449.000000000000000,1606798800000.000000000000000,true,Omni,,East Village,1,Manhattan,127
368,4126,Installed,-73.954607600000003,40.692247199999997,49,1566148101882.000000000000000,1602216000000.000000000000000,true,Omni+NetPower,,Bedford-Stuyvesant,3,Brooklyn,169
369,4128,Installed,-73.953473799999998,40.682983999999998,29,1566155280716.000000000000000,1573707600000.000000000000000,true,Omni-only,,Bedford-Stuyvesant,3,Brooklyn,169
370,4181,Installed,-73.981093999999999,40.721375999999999,26,1566668523030.000000000000000,1634097600000.000000000000000,true,Omni + sxt,,East Village,1,Manhattan,127
371,4187,Installed,-73.944385999999994,40.683722000000003,30,1566755048195.000000000000000,1574571600000.000000000000000,true,Omni-only,,Bedford-Stuyvesant,3,Brooklyn,169
372,4192,Installed,-73.954236199999997,40.676227300000001,41,1566829164627.000000000000000,1568520000000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
373,4214,Installed,-73.913505099999995,40.686505199999999,30,1566953720437.000000000000000,1569038400000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
374,4232,Installed,-73.914360000000002,40.698743000000000,26,1567180634467.000000000000000,1569124800000.000000000000000,false,Omni,Mil Mundos,Bushwick,4,Brooklyn,157
375,4239,Installed,-73.993242400000000,40.753197800000002,109,1567273499429.000000000000000,1582347600000.000000000000000,true,,,Hell's Kitchen,1,Manhattan,95
376,4255,Installed,-73.911022399999993,40.682367999999997,33,1567479364951.000000000000000,1569211200000.000000000000000,false,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
377,4276,Installed,-73.988213999999999,40.721459400000001,31,1567689438173.000000000000000,1568606400000.000000000000000,true,,,Lower East Side,1,Manhattan,137
378,4285,Installed,-73.933536599999996,40.681232399999999,30,1567783865963.000000000000000,1573102800000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
379,4334,Installed,-73.995487099999991,40.712421999999997,27,1568403650226.000000000000000,1572753600000.000000000000000,false,,,Two Bridges,1,Manhattan,146
380,4337,Installed,-73.983117699999994,40.723362100000003,28,1568436465215.000000000000000,1569729600000.000000000000000,true,Omni,,East Village,1,Manhattan,127
381,4343,Installed,-73.963328099999998,40.674350799999999,55,1568496636210.000000000000000,1573362000000.000000000000000,true,Omni+sxt,,Prospect Heights,3,Brooklyn,175
382,4347,Installed,-73.963328099999998,40.674350799999999,55,1568508078481.000000000000000,1573448400000.000000000000000,true,,,Prospect Heights,3,Brooklyn,175
383,4391,Installed,-73.955247200000002,40.694219900000000,37,1568842989952.000000000000000,1581829200000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
384,4393,Installed,-73.957872899999998,40.656008800000002,29,1568901941647.000000000000000,1571457600000.000000000000000,true,Omni,,Prospect-Lefferts Gardens,3,Brooklyn,187
385,4394,Installed,-73.965963199999990,40.711338300000001,23,1568917064976.000000000000000,1581570000000.000000000000000,true,Omni,,Williamsburg,4,Brooklyn,145
386,4395,Installed,-73.941899999999990,40.686238000000003,31,1568919189244.000000000000000,1570248000000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
387,4402,Installed,-73.956851999999998,40.655596000000003,40,1569028868335.000000000000000,1570939200000.000000000000000,true,hub Omni,,Prospect-Lefferts Gardens,3,Brooklyn,187
388,4406,Installed,-74.001421299999990,40.660916999999998,16,1569100081310.000000000000000,1571976000000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
389,4413,Installed,-73.992108900000005,40.713335600000001,33,1569189585100.000000000000000,1571803200000.000000000000000,true,,,Chinatown,1,Manhattan,138
390,4433,Installed,-73.926877000000005,40.685769999999998,24,1569421530478.000000000000000,1570852800000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
391,4439,Installed,-73.954442799999995,40.655791999999998,35,1569452201610.000000000000000,1573707600000.000000000000000,true,hub Omni,,Prospect-Lefferts Gardens,3,Brooklyn,187
392,4441,Installed,-73.978223399999990,40.724025300000001,26,1569458961126.000000000000000,1619236800000.000000000000000,false,,,East Village,1,Manhattan,127
393,4459,Installed,-73.958950500000000,40.655984800000013,33,1569729655986.000000000000000,1571457600000.000000000000000,false,hub Omni,,Prospect-Lefferts Gardens,3,Brooklyn,187
394,4466,Installed,-73.956851999999998,40.655596000000003,40,1569798270127.000000000000000,1571457600000.000000000000000,true,,,Prospect-Lefferts Gardens,3,Brooklyn,187
395,4476,Installed,-73.958147999999994,40.688562999999988,34,1569936328954.000000000000000,1610514000000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
396,4480,Installed,-73.980374400000002,40.675389799999998,30,1569960792056.000000000000000,1579410000000.000000000000000,true,Omni only,,Park Slope,3,Brooklyn,179
397,4485,Installed,-74.004018399999993,40.656110900000002,16,1570033702208.000000000000000,1579410000000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
398,4504,Installed,-73.997776000000002,40.721007999999998,37,1570218312060.000000000000000,1571716800000.000000000000000,true,Omni,,SoHo,1,Manhattan,129
399,4506,Installed,-73.958254999999994,40.656001000000003,32,1570231520234.000000000000000,1571457600000.000000000000000,true,Omni,,Prospect-Lefferts Gardens,3,Brooklyn,187
400,4507,Installed,-73.959160999999995,40.655510999999997,35,1570233952699.000000000000000,1571457600000.000000000000000,true,hub Omni + LR,,Prospect-Lefferts Gardens,3,Brooklyn,187
401,4513,Installed,-73.957522999999995,40.656047000000001,28,1570314300710.000000000000000,1571457600000.000000000000000,false,,,Prospect-Lefferts Gardens,3,Brooklyn,187
402,4514,Installed,-73.957950999999994,40.655607000000003,27,1570315103598.000000000000000,1571457600000.000000000000000,true,,,Prospect-Lefferts Gardens,3,Brooklyn,187
403,4515,Installed,-73.957879000000005,40.656025000000000,29,1570358269463.000000000000000,1571457600000.000000000000000,false,,,Prospect-Lefferts Gardens,3,Brooklyn,187
404,4517,Installed,-73.946831399999994,40.667165199999999,44,1570375567158.000000000000000,1572148800000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
405,4530,Installed,-73.955153500000009,40.655781999999988,40,1570453080446.000000000000000,1571457600000.000000000000000,false,hub Omni + LR,,Prospect-Lefferts Gardens,3,Brooklyn,187
406,4534,Installed,-73.924537999999998,40.707819999999998,20,1570470062423.000000000000000,1571198400000.000000000000000,true,Omni,,Williamsburg,4,Brooklyn,145
407,4535,Installed,-73.917772799999995,40.678095200000001,35,1570471708452.000000000000000,1574485200000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
408,4544,Installed,-73.908096000000000,40.690963000000004,28,1570581060773.000000000000000,1573102800000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
409,4558,Installed,-73.926946299999997,40.685760799999997,25,1570707820845.000000000000000,1570852800000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
410,4563,Installed,-73.933835100000010,40.680830600000000,30,1570748746116.000000000000000,1570680000000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
411,4569,Installed,-73.955116899999993,40.673248500000007,48,1570911505160.000000000000000,1577336400000.000000000000000,true,,,Crown Heights,3,Brooklyn,180
412,4574,Installed,-73.949878900000002,40.686866400000000,26,1571011142153.000000000000000,1575090000000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
413,4585,Installed,-73.992734999999996,40.725233000000003,28,1571091188509.000000000000000,1573102800000.000000000000000,true,Omni,,NoHo,1,Manhattan,124
414,4591,Installed,-74.013750799999997,40.654725100000000,18,1571154375296.000000000000000,1649908800000.000000000000000,true,Omni only,,Sunset Park,3,Brooklyn,193
415,4604,Installed,-73.994693900000001,40.718136899999998,32,1571252878822.000000000000000,1574139600000.000000000000000,true,,,Chinatown,1,Manhattan,138
416,4607,Installed,-73.958095000000000,40.656058199999997,32,1571260325433.000000000000000,1571457600000.000000000000000,true,,,Prospect-Lefferts Gardens,3,Brooklyn,187
417,4613,Installed,-73.929355299999997,40.693009799999999,31,1571367961302.000000000000000,1584504000000.000000000000000,true,SXT solo,,Bedford-Stuyvesant,3,Brooklyn,169
418,4614,Installed,-73.980556000000007,40.675448000000003,39,1571369578136.000000000000000,1604466000000.000000000000000,true,,,Park Slope,3,Brooklyn,179
419,4619,Installed,-73.981446599999998,40.729303700000003,23,1571416780421.000000000000000,1574744400000.000000000000000,true,,,East Village,1,Manhattan,127
420,4625,Installed,-73.958254999999994,40.656001000000003,32,1571515474401.000000000000000,1571457600000.000000000000000,true,,,Prospect-Lefferts Gardens,3,Brooklyn,187
421,4652,Installed,-73.981446599999998,40.729303700000003,28,1571855617186.000000000000000,1574744400000.000000000000000,false,,,East Village,1,Manhattan,127
422,4666,Installed,-73.970216100000002,40.677222299999997,56,1572114667566.000000000000000,1573362000000.000000000000000,true,Omni only,,Prospect Heights,3,Brooklyn,175
423,4673,Installed,-73.982291000000004,40.728228000000001,24,1572154685659.000000000000000,1572930000000.000000000000000,true,,,East Village,1,Manhattan,127
424,4676,Installed,-73.924213600000002,40.694623300000003,28,1572188172383.000000000000000,1577509200000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
425,4681,Installed,-73.997404000000003,40.658479000000000,19,1572211540089.000000000000000,1595044800000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
426,4693,Installed,-73.956215799999995,40.728427500000002,20,1572381707016.000000000000000,1579496400000.000000000000000,true,"Omni, lbe",,Greenpoint,3,Brooklyn,123
427,4706,Installed,-73.931465000000003,40.692771700000002,30,1572504797868.000000000000000,1575090000000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
428,4712,Installed,-73.996719900000002,40.660822300000000,28,1572633563919.000000000000000,1574830800000.000000000000000,true,Omni,,Sunset Park,3,Brooklyn,193
429,4730,Installed,-73.948039100000017,40.660157400000003,37,1572870171449.000000000000000,1583038800000.000000000000000,true,,,Prospect-Lefferts Gardens,3,Brooklyn,187
430,4733,Installed,-73.912807000000001,40.697881000000002,22,1572886968114.000000000000000,1576645200000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
431,4734,Installed,-73.958638999999991,40.655140000000003,26,1572888767128.000000000000000,1600660800000.000000000000000,true,Omni only,,Prospect-Lefferts Gardens,3,Brooklyn,187
432,4745,Installed,-73.980042999999995,40.727450999999988,18,1572977753144.000000000000000,1579150800000.000000000000000,true,"Omni, lbe",,East Village,1,Manhattan,127
433,4768,Installed,-73.931091100000003,40.685298299999999,20,1573156117361.000000000000000,1574658000000.000000000000000,true,no Omni,,Bedford-Stuyvesant,3,Brooklyn,169
434,4774,Installed,-73.992734999999996,40.725233000000003,28,1573177337998.000000000000000,1573102800000.000000000000000,true,,,NoHo,1,Manhattan,124
435,4801,Installed,-73.952100899999991,40.694836000000002,31,1573503654270.000000000000000,1590811200000.000000000000000,true,Omni + AP,Marcy,Bedford-Stuyvesant,3,Brooklyn,169
436,4810,Installed,-73.910493000000002,40.696134000000001,29,1573535014946.000000000000000,1576990800000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
437,4830,Installed,-73.957319499999997,40.688183899999999,30,1573764207146.000000000000000,1581742800000.000000000000000,true,Omni-only,Kitten Cafe,Bedford-Stuyvesant,3,Brooklyn,169
438,4848,Installed,-73.994931999999991,40.600437900000003,29,1573967112656.000000000000000,1617249600000.000000000000000,true,,,Gravesend,3,Brooklyn,267
439,4857,Installed,-73.992734999999996,40.725233000000003,29,1574141428077.000000000000000,1575349200000.000000000000000,true,,,NoHo,1,Manhattan,124
440,4868,Installed,-73.958935999999994,40.654639799999998,32,1574222469169.000000000000000,1581138000000.000000000000000,true,Omni-only,,Flatbush,3,Brooklyn,199
441,4869,Installed,-73.949143699999993,40.686955099999999,32,1574260766798.000000000000000,1575694800000.000000000000000,true,Omni-only,,Bedford-Stuyvesant,3,Brooklyn,169
442,4891,Installed,-73.958326299999996,40.654856500000001,42,1574746769576.000000000000000,1594180800000.000000000000000,false,hub Omni,,Flatbush,3,Brooklyn,199
443,4906,Installed,-73.912999999999997,40.686317699999996,18,1574889226608.000000000000000,1587528000000.000000000000000,true,,,Bushwick,4,Brooklyn,157
444,4908,Installed,-73.996969899999996,40.661072300000001,30,1574955306952.000000000000000,1576126800000.000000000000000,true,,,Sunset Park,3,Brooklyn,193
445,4922,Installed,-73.999187100000000,40.711979999999997,20,1575166855098.000000000000000,1599192000000.000000000000000,true,,,Civic Center,1,Manhattan,140
446,4934,Installed,-73.937662699999990,40.691269499999997,25,1575322414784.000000000000000,1576472400000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
447,4952,Installed,-73.956215799999995,40.728427500000002,21,1575551373290.000000000000000,1579410000000.000000000000000,true,"Omni, lbe",,Greenpoint,3,Brooklyn,123
448,4968,Installed,-73.944363099999990,40.683826099999997,22,1575738555157.000000000000000,1576386000000.000000000000000,true,Omni only,,Bedford-Stuyvesant,3,Brooklyn,169
449,4996,Installed,-74.001559000000000,40.655036000000003,20,1576093348550.000000000000000,1577509200000.000000000000000,false,,,Sunset Park,3,Brooklyn,193
450,5014,Installed,-73.906379999999999,40.693888000000001,43,1576294307481.000000000000000,1576990800000.000000000000000,true,hub Omni+sectors,Eldert,Bushwick,4,Brooklyn,157
451,5015,Installed,-73.917450799999997,40.699269699999988,23,1576341230964.000000000000000,1580014800000.000000000000000,true,,,Bushwick,4,Brooklyn,157
452,5020,Installed,-73.915475799999996,40.699451699999997,32,1576448354395.000000000000000,1582779600000.000000000000000,true,Omni,,Bushwick,4,Brooklyn,157
453,5050,Installed,-73.899615999999995,40.706719999999997,46,1577018976590.000000000000000,1578718800000.000000000000000,true,,,Ridgewood,4,Queens,149
454,5051,Installed,-73.943444700000001,40.669978000000008,46,1577046859873.000000000000000,1578891600000.000000000000000,true,Omni,,Crown Heights,3,Brooklyn,180
455,5089,Installed,-73.973004599999996,40.634201999999988,34,1577568883666.000000000000000,1618545600000.000000000000000,true,Omni,,Kensington,3,Brooklyn,201
456,5090,Installed,-73.904772999999992,40.700597500000001,32,1577579741289.000000000000000,1581656400000.000000000000000,true,omni,,Ridgewood,4,Queens,149
457,5094,Installed,-73.913638599999999,40.697258699999999,20,1577644671616.000000000000000,1578373200000.000000000000000,true,omni only,,Bushwick,4,Brooklyn,157
458,5098,Installed,-73.941228899999999,40.682964800000001,26,1577670350041.000000000000000,1577595600000.000000000000000,true,,,Bedford-Stuyvesant,3,Brooklyn,169
459,5107,Installed,-73.902413899999999,40.695143999999999,31,1577734595867.000000000000000,1594267200000.000000000000000,true,Omni,,Ridgewood,4,Queens,149
460,5108,Installed,-73.974916999999991,40.678903000000012,36,1577734640835.000000000000000,1613538000000.000000000000000,true,Omni+lhg,,Park Slope,3,Brooklyn,179
461,5119,Installed,-73.914421899999994,40.694607499999996,19,1577978387875.000000000000000,1580619600000.000000000000000,true,Omni only,,Bushwick,4,Brooklyn,157
462,5126,Installed,-73.974612100000002,40.669238499999999,58,1577981365132.000000000000000,1585454400000.000000000000000,true,Sxt-solo,,Park Slope,3,Brooklyn,179
463,5127,Installed,-73.955788099999992,40.682803999999997,32,1577990031718.000000000000000,1582952400000.000000000000000,true,Omni,,Bedford-Stuyvesant,3,Brooklyn,169
464,5134,Installed,-73.964060899999993,40.673655699999998,64,1578014157452.000000000000000,1581224400000.000000000000000,true,60lr to Wave60 + Omni,,Prospect Heights,3,Brooklyn,175
465,5151,Installed,-73.980556000000007,40.675448000000003,39,1578403236752.000000000000000,1579410000000.000000000000000,true,hub Omni,President,Park Slope,3,Brooklyn,179
466,5153,Installed,-73.990828499999992,40.727021899999997,32,1578413009643.000000000000000,1578978000000.000000000000000,true,Omni,,East Village,1,Manhattan,127
467,5155,Installed,-73.989995999999991,40.717379000000001,32,1578415509838.000000000000000,1580533200000.000000000000000,false,Omni,,Lower East Side,1,Manhattan,137
468,5171,Installed,-74.006127800000002,40.657400000000003,35,1578603886597.000000000000000,1573275600000.000000000000000,false,,,Sunset Park,3,Brooklyn,193
469,5172,Installed,-73.987754899999999,40.724831000000002,27,1578608451135.000000000000000,1578546000000.000000000000000,false,,,East Village,1,Manhattan,127
470,5177,Installed,-73.954501600000000,40.677548600000001,40,1578690118696.000000000000000,1579237200000.000000000000000,true,SXT to Omni 4192,,Crown Heights,3,Brooklyn,180
471,5183,Installed,-73.945961999999994,40.682732999999999,30,1578780357564.000000000000000,1579582800000.000000000000000,true,MoCA 3607,,Bedford-Stuyvesant,3,Brooklyn,169
472,5188,Installed,-73.996070599999996,40.713157099999997,32,1578843346984.000000000000000,1582952400000.000000000000000,true,Omni only,,Chinatown,1,Manhattan,138
473,5204,Installed,-73.998085000000003,40.712136999999998,23,1579014763355.000000000000000,1581742800000.000000000000000,true,roof node 248,,Civic Center,1,Manhattan,140
474,5218,Installed,-73.975612999999996,40.669443000000001,58,1579201095480.000000000000000,1579755600000.000000000000000,true,Sxt solo,,Park Slope,3,Brooklyn,179
475,5241,Installed,-73.964060899999993,40.673655699999998,64,1579634938466.000000000000000,1581224400000.000000000000000,true,,,Prospect Heights,3,Brooklyn,175
