OID_,from_,to,status,installDate,X1,Y1,Z1,X2,Y2,Z2,position,COUNT
184,4712,4908,active,1576126800000.000000000000000,-73.996719900000002,40.660822300000000,28.000000000000000,-73.996969899999996,40.661072300000001,30.000000000000000,START,1
185,4968,4187,active,1576386000000.000000000000000,-73.944363099999990,40.683826099999997,22.000000000000000,-73.944385999999994,40.683722000000003,30.000000000000000,START,1
186,4934,12809,active,1576472400000.000000000000000,-73.937662699999990,40.691269499999997,25.000000000000000,-73.938525599999991,40.691536399999997,28.000000000000000,START,1
187,4037,1340,active,1576645200000.000000000000000,-73.927612199999999,40.683054700000000,30.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,2
188,4733,1340,active,1576645200000.000000000000000,-73.912807000000001,40.697881000000002,22.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
189,4733,2932,active,1576645200000.000000000000000,-73.912807000000001,40.697881000000002,22.000000000000000,-73.913891199999995,40.697507100000003,24.000000000000000,START,1
190,1491,1417,active,1576904400000.000000000000000,-73.923297000000005,40.706310999999999,24.000000000000000,-73.935488399999997,40.713617200000002,14.000000000000000,START,1
191,5014,1340,active,1576904400000.000000000000000,-73.906379999999999,40.693888000000001,43.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,2
192,4810,1340,active,1576904400000.000000000000000,-73.910493000000002,40.696134000000001,29.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
193,1084,1933,active,1577163600000.000000000000000,-73.945976999999999,40.729613999999998,16.000000000000000,-73.984426200000001,40.715573300000003,93.000000000000000,START,1
194,4996,2462,active,1577509200000.000000000000000,-74.001559000000000,40.655036000000003,20.000000000000000,-74.001461000000006,40.655126000000003,17.000000000000000,START,2
195,4676,1340,active,1577509200000.000000000000000,-73.924213600000002,40.694623300000003,28.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
196,2462,4996,active,1577509200000.000000000000000,-74.001461000000006,40.655126000000003,17.000000000000000,-74.001559000000000,40.655036000000003,20.000000000000000,START,2
197,4569,3461,active,1577768400000.000000000000000,-73.955116899999993,40.673248500000007,48.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
198,2203,1340,active,1577941200000.000000000000000,-73.941228899999999,40.682964800000001,28.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
199,5094,2932,active,1578373200000.000000000000000,-73.913638599999999,40.697258699999999,20.000000000000000,-73.913891199999995,40.697507100000003,24.000000000000000,START,2
200,5171,713,active,1578546000000.000000000000000,-74.006127800000002,40.657400000000003,35.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,1
201,5051,3461,active,1578891600000.000000000000000,-73.943444700000001,40.669978000000008,46.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
202,5153,2463,active,1578978000000.000000000000000,-73.990828499999992,40.727021899999997,32.000000000000000,-73.988092999999992,40.719777999999998,72.000000000000000,START,1
203,7954,3461,active,1579150800000.000000000000000,-73.951041500000002,40.676400000000001,41.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,5
204,7954,4192,active,1579150800000.000000000000000,-73.951041500000002,40.676400000000001,41.000000000000000,-73.954236199999997,40.676227300000001,41.000000000000000,START,3
205,4693,2090,active,1579410000000.000000000000000,-73.956215799999995,40.728427500000002,20.000000000000000,-73.954098000000002,40.725627000000003,17.000000000000000,START,3
206,4693,3353,active,1579410000000.000000000000000,-73.956215799999995,40.728427500000002,20.000000000000000,-73.954789899999994,40.726912599999999,19.000000000000000,START,2
207,4693,3721,active,1579410000000.000000000000000,-73.956215799999995,40.728427500000002,20.000000000000000,-73.954699099999999,40.726629500000001,18.000000000000000,START,1
208,4032,713,active,1579410000000.000000000000000,-74.004018399999993,40.656110900000002,16.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,1
209,4480,5151,active,1579410000000.000000000000000,-73.980374400000002,40.675389799999998,30.000000000000000,-73.980556000000007,40.675448000000003,39.000000000000000,START,1
210,1933,407,active,1579669200000.000000000000000,-73.984426200000001,40.715573300000003,93.000000000000000,-73.990365699999998,40.713259299999997,40.000000000000000,START,1
211,5218,48,active,1579755600000.000000000000000,-73.975612999999996,40.669443000000001,58.000000000000000,-73.976359000000002,40.667571000000002,60.000000000000000,START,1
212,4101,2090,active,1580187600000.000000000000000,-73.954101800000004,40.725540000000002,18.000000000000000,-73.954098000000002,40.725627000000003,17.000000000000000,START,1
213,3861,2090,active,1580187600000.000000000000000,-73.954101800000004,40.725540000000002,18.000000000000000,-73.954098000000002,40.725627000000003,17.000000000000000,START,1
214,3654,227,active,1580274000000.000000000000000,-73.948912899999996,40.709902700000001,27.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,1
215,5155,227,active,1580533200000.000000000000000,-73.989995999999991,40.717379000000001,32.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,1
216,5155,2441,active,1580533200000.000000000000000,-73.989995999999991,40.717379000000001,32.000000000000000,-73.990417800000003,40.716558599999999,48.000000000000000,START,1
217,3713,3461,active,1580706000000.000000000000000,-73.945362099999997,40.680662699999999,33.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
218,5305,3461,active,1580792400000.000000000000000,-73.955428999999995,40.623646999999998,27.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,2
219,5283,3461,active,1580878800000.000000000000000,-73.951105999999996,40.689587000000003,29.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,3
220,4394,1933,active,1581570000000.000000000000000,-73.965963199999990,40.711338300000001,23.000000000000000,-73.984426200000001,40.715573300000003,93.000000000000000,START,2
221,3682,4830,active,1581742800000.000000000000000,-73.956876600000001,40.688174900000000,34.000000000000000,-73.957319499999997,40.688183899999999,30.000000000000000,START,1
222,5204,248,active,1581742800000.000000000000000,-73.998085000000003,40.712136999999998,23.000000000000000,-73.998085000000003,40.712136999999998,23.000000000000000,START,1
223,4391,3461,active,1581829200000.000000000000000,-73.955247200000002,40.694219900000000,37.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,2
224,2741,1933,active,1582174800000.000000000000000,-73.958476800000000,40.718913600000000,23.000000000000000,-73.984426200000001,40.715573300000003,93.000000000000000,START,2
225,4343,5134,active,1582434000000.000000000000000,-73.963328099999998,40.674350799999999,55.000000000000000,-73.964060899999993,40.673655699999998,64.000000000000000,START,1
226,5307,1340,active,1582434000000.000000000000000,-73.912386999999995,40.687703700000000,23.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
227,5300,713,active,1582520400000.000000000000000,-73.991990200000004,40.659760299999988,43.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,2
228,5020,1340,active,1582779600000.000000000000000,-73.915475799999996,40.699451699999997,32.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
229,5020,4232,active,1582779600000.000000000000000,-73.915475799999996,40.699451699999997,32.000000000000000,-73.914360000000002,40.698743000000000,26.000000000000000,START,1
230,5127,1340,active,1582952400000.000000000000000,-73.955788099999992,40.682803999999997,32.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,3
231,5127,4128,active,1582952400000.000000000000000,-73.955788099999992,40.682803999999997,32.000000000000000,-73.953473799999998,40.682983999999998,29.000000000000000,START,1
232,5188,1440,active,1582952400000.000000000000000,-73.996070599999996,40.713157099999997,32.000000000000000,-73.995513899999992,40.712028900000000,24.000000000000000,START,1
233,5188,3037,active,1582952400000.000000000000000,-73.996070599999996,40.713157099999997,32.000000000000000,-73.995095000000006,40.713777000000000,28.000000000000000,START,1
234,5188,3531,active,1582952400000.000000000000000,-73.996070599999996,40.713157099999997,32.000000000000000,-73.995697499999991,40.712634299999998,28.000000000000000,START,1
235,1848,5188,active,1582952400000.000000000000000,-73.996938000000000,40.713099000000000,25.000000000000000,-73.996070599999996,40.713157099999997,32.000000000000000,START,1
236,4730,3461,active,1583211600000.000000000000000,-73.948039100000017,40.660157400000003,37.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
237,1597,699,active,1583211600000.000000000000000,-73.990325999999996,40.727589999999999,33.000000000000000,-73.990348099999991,40.727572599999988,29.000000000000000,START,1
238,5520,2274,active,1583384400000.000000000000000,-73.978251599999993,40.729865699999998,45.000000000000000,-73.983418000000000,40.725749999999998,34.000000000000000,START,3
239,5344,3461,active,1583557200000.000000000000000,-73.965348499999990,40.676647299999999,56.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,2
240,5366,8536,active,1583643600000.000000000000000,-73.928473299999993,40.697248199999997,27.000000000000000,-73.930323999999999,40.697265999999999,31.000000000000000,START,1
241,5351,1340,active,1583899200000.000000000000000,-73.936908599999995,40.691397599999988,31.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
242,5301,4868,active,1583985600000.000000000000000,-73.958721400000002,40.654744200000003,31.000000000000000,-73.958935999999994,40.654639799999998,32.000000000000000,START,1
243,5635,3461,active,1584158400000.000000000000000,-73.955202999999997,40.680168999999999,35.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
244,5635,944,active,1584158400000.000000000000000,-73.955202999999997,40.680168999999999,35.000000000000000,-73.954802000000001,40.680269000000003,39.000000000000000,START,1
245,5451,1340,active,1584158400000.000000000000000,-73.913128399999991,40.680186900000002,33.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
246,368,3461,active,1584244800000.000000000000000,-73.967035999999993,40.634763000000000,29.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
247,5243,3461,active,1584331200000.000000000000000,-73.948833100000002,40.671793500000000,44.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
248,5327,3461,active,1584331200000.000000000000000,-73.943192099999990,40.672395999999999,43.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
249,4613,4706,active,1584504000000.000000000000000,-73.929355299999997,40.693009799999999,31.000000000000000,-73.931465000000003,40.692771700000002,30.000000000000000,START,1
250,5126,48,active,1585454400000.000000000000000,-73.974612100000002,40.669238499999999,58.000000000000000,-73.976359000000002,40.667571000000002,60.000000000000000,START,1
251,2337,3461,active,1585627200000.000000000000000,-73.970794599999991,40.681469300000003,-1.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
252,5813,227,active,1585800000000.000000000000000,-73.968041800000009,40.707491399999988,58.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,2
253,5183,3607,active,1586491200000.000000000000000,-73.945961999999994,40.682732999999999,30.000000000000000,-73.945961999999994,40.682839999999999,28.000000000000000,START,2
254,4906,1340,active,1587528000000.000000000000000,-73.912999999999997,40.686317699999996,18.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,2
255,2481,713,active,1587787200000.000000000000000,-73.999174900000000,40.657797000000002,18.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,1
256,5854,303,active,1588305600000.000000000000000,-73.924731999999992,40.698560200000003,27.000000000000000,-73.925104000000005,40.698523999999999,23.500000000000000,START,1
257,5947,8536,active,1588392000000.000000000000000,-73.930953299999999,40.697292399999988,30.000000000000000,-73.930323999999999,40.697265999999999,31.000000000000000,START,1
258,6004,2463,active,1588824000000.000000000000000,-73.983485000000002,40.721097299999997,29.000000000000000,-73.988092999999992,40.719777999999998,72.000000000000000,START,3
259,6002,1340,active,1588910400000.000000000000000,-73.915946800000000,40.682238400000003,27.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,4
260,6019,1340,active,1589515200000.000000000000000,-73.920746100000002,40.685553499999997,18.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,2
261,5863,1340,active,1590120000000.000000000000000,-73.921813999999998,40.688257000000000,24.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
262,5975,227,active,1590292800000.000000000000000,-73.995929699999991,40.711632100000003,25.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,6
263,6051,3461,active,1590552000000.000000000000000,-73.966190999999995,40.675618999999998,51.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
264,6087,713,active,1590897600000.000000000000000,-73.996016999999995,40.660811000000002,16.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,2
265,3646,1340,active,1590984000000.000000000000000,-73.936752499999997,40.692665699999999,30.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,3
266,6182,227,active,1591588800000.000000000000000,-73.995410999999990,40.720166900000002,34.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,1
267,2282,713,active,1592107200000.000000000000000,-73.993805999999992,40.682993300000000,34.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,3
268,6022,5300,active,1592107200000.000000000000000,-73.991840999999994,40.659149599999999,44.000000000000000,-73.991990200000004,40.659760299999988,43.000000000000000,START,1
269,6283,3461,active,1592280000000.000000000000000,-73.949046799999991,40.668598799999998,50.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
270,5420,713,active,1592280000000.000000000000000,-73.998450399999996,40.659662900000001,21.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,1
271,1547,5014,active,1592798400000.000000000000000,-73.902465899999996,40.704103900000000,39.000000000000000,-73.906379999999999,40.693888000000001,43.000000000000000,START,2
272,5920,227,active,1592971200000.000000000000000,-73.988287099999994,40.717363400000004,50.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,1
273,1944,4391,active,1593316800000.000000000000000,-73.955361199999999,40.694256600000003,30.000000000000000,-73.955247200000002,40.694219900000000,37.000000000000000,START,4
274,6381,1933,active,1593489600000.000000000000000,-73.960343499999993,40.694327400000013,28.000000000000000,-73.984426200000001,40.715573300000003,93.000000000000000,START,2
275,561,5188,active,1593576000000.000000000000000,-73.996049099999993,40.713095500000001,31.000000000000000,-73.996070599999996,40.713157099999997,32.000000000000000,START,4
276,4043,329,active,1593576000000.000000000000000,-73.943995700000002,40.716527900000003,24.000000000000000,-73.941977069999993,40.717482720000000,26.500000000000000,START,2
277,2889,3461,active,1593662400000.000000000000000,-73.983714599999999,40.664684399999999,53.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
278,6012,8536,active,1594094400000.000000000000000,-73.929965899999999,40.697076000000003,26.000000000000000,-73.930323999999999,40.697265999999999,31.000000000000000,START,2
279,4891,3461,active,1594180800000.000000000000000,-73.958326299999996,40.654856500000001,42.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,3
280,4891,4868,active,1594180800000.000000000000000,-73.958326299999996,40.654856500000001,42.000000000000000,-73.958935999999994,40.654639799999998,32.000000000000000,START,1
281,4891,4507,active,1594180800000.000000000000000,-73.958326299999996,40.654856500000001,42.000000000000000,-73.959160999999995,40.655510999999997,35.000000000000000,START,1
282,5833,2274,active,1594612800000.000000000000000,-73.983491999999998,40.724270500000003,21.000000000000000,-73.983418000000000,40.725749999999998,34.000000000000000,START,4
283,3971,1340,active,1594699200000.000000000000000,-73.918959899999990,40.688818300000001,26.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,2
284,3971,12961,active,1594699200000.000000000000000,-73.918959899999990,40.688818300000001,26.000000000000000,-73.919131899999996,40.688060999999998,37.000000000000000,START,1
285,4681,713,active,1595044800000.000000000000000,-73.997404000000003,40.658479000000000,19.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,1
286,4681,5420,active,1595044800000.000000000000000,-73.997404000000003,40.658479000000000,19.000000000000000,-73.998450399999996,40.659662900000001,21.000000000000000,START,1
287,4681,1447,active,1595044800000.000000000000000,-73.997404000000003,40.658479000000000,19.000000000000000,-73.997281399999991,40.659747000000003,36.000000000000000,START,1
288,6267,1340,active,1595304000000.000000000000000,-73.934379499999991,40.679029499999999,43.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
289,6274,407,active,1595736000000.000000000000000,-73.993122799999995,40.714678300000003,32.000000000000000,-73.990365699999998,40.713259299999997,40.000000000000000,START,3
290,6274,3004,active,1595822400000.000000000000000,-73.993122799999995,40.714678300000003,32.000000000000000,-73.992108900000005,40.713335600000001,33.000000000000000,START,1
291,6274,3037,active,1595822400000.000000000000000,-73.993122799999995,40.714678300000003,32.000000000000000,-73.995095000000006,40.713777000000000,28.000000000000000,START,3
292,2344,1340,active,1595822400000.000000000000000,-73.913592699999995,40.688908900000001,21.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
293,6491,3461,active,1595822400000.000000000000000,-73.955520199999995,40.672168800000001,46.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
294,6571,713,active,1595908800000.000000000000000,-73.988902699999997,40.661632200000000,54.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,2
295,690,731,active,1595995200000.000000000000000,-73.980387499999992,40.724886800000000,17.000000000000000,-73.980730400000013,40.724676300000013,33.000000000000000,START,1
296,6581,1350,active,1596254400000.000000000000000,-73.951112999999992,40.686557000000001,34.000000000000000,-73.947451580000006,40.687509620000000,31.000000000000000,START,1
297,6747,713,active,1597032000000.000000000000000,-74.016733000000016,40.643211000000001,37.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,1
298,5581,1084,active,1597291200000.000000000000000,-73.946078000000000,40.728026000000000,8.000000000000000,-73.945976999999999,40.729613999999998,16.000000000000000,START,3
299,5581,1167,active,1597291200000.000000000000000,-73.946078000000000,40.728026000000000,8.000000000000000,-73.946151000000000,40.727544999999999,18.000000000000000,START,1
300,1673,4043,active,1597464000000.000000000000000,-73.945591999999991,40.718505200000003,19.000000000000000,-73.943995700000002,40.716527900000003,24.000000000000000,START,1
301,6715,329,active,1597464000000.000000000000000,-73.943949800000013,40.715826300000003,26.000000000000000,-73.941977069999993,40.717482720000000,26.500000000000000,START,1
302,1447,5420,active,1597550400000.000000000000000,-73.997281399999991,40.659747000000003,36.000000000000000,-73.998450399999996,40.659662900000001,21.000000000000000,START,1
303,1971,407,active,1597636800000.000000000000000,-73.994821999999999,40.712772999999999,55.000000000000000,-73.990365699999998,40.713259299999997,40.000000000000000,START,2
304,2644,6571,active,1597723200000.000000000000000,-73.989224100000001,40.661677800000000,46.000000000000000,-73.988902699999997,40.661632200000000,54.000000000000000,START,1
305,6791,227,active,1597982400000.000000000000000,-73.992208300000001,40.718898099999997,34.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,1
306,5588,1340,active,1598155200000.000000000000000,-73.919802700000005,40.689678099999988,25.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
307,6794,9891,active,1598241600000.000000000000000,-73.945884899999996,40.723105199999999,20.000000000000000,-73.947118500000002,40.725621199999999,22.000000000000000,START,2
308,6877,248,active,1598587200000.000000000000000,-73.998085000000003,40.712136999999998,23.000000000000000,-73.998085000000003,40.712136999999998,23.000000000000000,START,1
309,2792,1971,active,1598760000000.000000000000000,-73.995240999999993,40.711997900000000,28.000000000000000,-73.994821999999999,40.712772999999999,55.000000000000000,START,6
310,2792,1440,active,1598760000000.000000000000000,-73.995240999999993,40.711997900000000,28.000000000000000,-73.995513899999992,40.712028900000000,24.000000000000000,START,1
311,2792,3531,active,1598760000000.000000000000000,-73.995240999999993,40.711997900000000,28.000000000000000,-73.995697499999991,40.712634299999998,28.000000000000000,START,1
312,1275,1971,active,1599105600000.000000000000000,-73.994532000000007,40.711488000000003,36.000000000000000,-73.994821999999999,40.712772999999999,55.000000000000000,START,1
313,4922,1971,active,1599192000000.000000000000000,-73.999187100000000,40.711979999999997,20.000000000000000,-73.994821999999999,40.712772999999999,55.000000000000000,START,1
314,1440,1971,active,1599278400000.000000000000000,-73.995513899999992,40.712028900000000,24.000000000000000,-73.994821999999999,40.712772999999999,55.000000000000000,START,1
315,6844,2441,active,1599537600000.000000000000000,-73.992351599999992,40.717110400000003,27.000000000000000,-73.990417800000003,40.716558599999999,48.000000000000000,START,1
316,6793,3461,active,1599537600000.000000000000000,-73.952383999999995,40.684724000000003,30.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
317,6833,4343,active,1600315200000.000000000000000,-73.963639000000001,40.673150000000000,63.000000000000000,-73.963328099999998,40.674350799999999,55.000000000000000,START,1
318,1635,713,active,1600401600000.000000000000000,-73.982382000000001,40.667563999999999,51.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,1
319,6989,11545,active,1600401600000.000000000000000,-73.947210299999995,40.691301099999997,23.000000000000000,-73.944346899999999,40.692078700000003,34.000000000000000,START,2
320,6872,713,active,1600574400000.000000000000000,-74.013991000000004,40.644860000000001,32.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,1
321,4734,4868,active,1600660800000.000000000000000,-73.958638999999991,40.655140000000003,26.000000000000000,-73.958935999999994,40.654639799999998,32.000000000000000,START,1
322,6972,4734,active,1600660800000.000000000000000,-73.958785699999993,40.655090199999997,26.000000000000000,-73.958638999999991,40.655140000000003,26.000000000000000,START,2
323,6610,227,active,1600747200000.000000000000000,-73.950792199999995,40.705523100000001,30.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,1
324,6570,5014,active,1601006400000.000000000000000,-73.908230300000000,40.696091600000003,28.000000000000000,-73.906379999999999,40.693888000000001,43.000000000000000,START,2
325,6978,407,active,1601092800000.000000000000000,-73.991901400000003,40.713772300000002,32.000000000000000,-73.990365699999998,40.713259299999997,40.000000000000000,START,1
326,6993,3721,active,1601265600000.000000000000000,-73.952877000000001,40.725183999999999,16.000000000000000,-73.954699099999999,40.726629500000001,18.000000000000000,START,1
327,6845,1340,active,1601438400000.000000000000000,-73.940848000000003,40.683743999999997,29.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,2
328,7007,3461,active,1601524800000.000000000000000,-73.938115900000000,40.684116000000003,30.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,3
329,7127,3461,active,1601697600000.000000000000000,-73.965501500000002,40.673844299999999,63.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,2
330,7119,8174,active,1601697600000.000000000000000,-73.942981399999994,40.680890800000000,30.000000000000000,-73.942419000000001,40.679819999999999,42.000000000000000,START,1
331,7095,1340,active,1601870400000.000000000000000,-73.925591499999996,40.689681999999998,5.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
332,6992,1340,active,1602043200000.000000000000000,-73.933575300000001,40.695119900000002,35.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,2
333,6618,1350,active,1602129600000.000000000000000,-73.947889500000002,40.687465400000001,26.000000000000000,-73.947451580000006,40.687509620000000,31.000000000000000,START,1
334,4126,3461,active,1602216000000.000000000000000,-73.954607600000003,40.692247199999997,49.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
335,6268,1340,active,1602302400000.000000000000000,-73.930551499999993,40.680846099999997,32.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
336,7003,1340,active,1602302400000.000000000000000,-73.916578099999995,40.694162899999988,21.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
337,7203,3715,active,1602734400000.000000000000000,-73.922034999999994,40.684066000000001,23.000000000000000,-73.921940199999995,40.684081800000001,23.000000000000000,START,1
338,7252,3461,active,1602907200000.000000000000000,-73.945171999999999,40.688845000000001,31.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
339,7259,5151,active,1602907200000.000000000000000,-73.980834899999991,40.674776999999999,35.000000000000000,-73.980556000000007,40.675448000000003,39.000000000000000,START,1
340,7037,3461,active,1602907200000.000000000000000,-73.949139000000002,40.689914199999997,24.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
341,6308,1340,active,1602907200000.000000000000000,-73.914093999999992,40.683121000000000,25.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
342,6363,4681,active,1603252800000.000000000000000,-73.997988999999990,40.658839700000001,20.000000000000000,-73.997404000000003,40.658479000000000,19.000000000000000,START,1
343,6363,1447,active,1603252800000.000000000000000,-73.997988999999990,40.658839700000001,20.000000000000000,-73.997281399999991,40.659747000000003,36.000000000000000,START,1
344,7347,1971,active,1603512000000.000000000000000,-73.994561599999997,40.717100100000003,35.000000000000000,-73.994821999999999,40.712772999999999,55.000000000000000,START,2
345,7288,1340,active,1603684800000.000000000000000,-73.911491999999996,40.688699000000000,20.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
346,7379,1340,active,1604116800000.000000000000000,-73.919271199999997,40.694539300000002,22.000000000000000,-73.917493300000004,40.686015599999998,64.000000000000000,START,1
347,7398,3461,active,1604116800000.000000000000000,-73.940505599999995,40.675781399999998,34.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
348,6696,944,active,1604293200000.000000000000000,-73.952348700000002,40.679992400000003,34.000000000000000,-73.954802000000001,40.680269000000003,39.000000000000000,START,1
349,5797,6696,active,1604293200000.000000000000000,-73.952440499999994,40.680005500000000,34.000000000000000,-73.952348700000002,40.679992400000003,34.000000000000000,START,1
350,7037,1350,active,1604379600000.000000000000000,-73.949139000000002,40.689914199999997,24.000000000000000,-73.947451580000006,40.687509620000000,31.000000000000000,START,3
351,994,1971,active,1604811600000.000000000000000,-73.994532000000007,40.711488000000003,36.000000000000000,-73.994821999999999,40.712772999999999,55.000000000000000,START,1
352,7342,3461,active,1604811600000.000000000000000,-73.949139000000002,40.643846099999998,27.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
353,12627,1635,active,1605070800000.000000000000000,-73.981614100000002,40.672261399999996,32.000000000000000,-73.982382000000001,40.667563999999999,51.000000000000000,START,1
354,12627,5151,active,1605070800000.000000000000000,-73.981614100000002,40.672261399999996,32.000000000000000,-73.980556000000007,40.675448000000003,39.000000000000000,START,1
355,7512,1933,active,1605070800000.000000000000000,-73.975436999999999,40.698867999999997,45.000000000000000,-73.984426200000001,40.715573300000003,93.000000000000000,START,1
356,7104,3662,active,1605589200000.000000000000000,-73.927370999999994,40.685321700000003,27.000000000000000,-73.927942000000002,40.685696999999998,25.000000000000000,START,1
357,7104,3077,active,1605589200000.000000000000000,-73.927370999999994,40.685321700000003,27.000000000000000,-73.928484799999993,40.685612900000002,24.000000000000000,START,1
358,7104,4433,active,1605589200000.000000000000000,-73.927370999999994,40.685321700000003,27.000000000000000,-73.926877000000005,40.685769999999998,24.000000000000000,START,1
359,7535,2463,active,1605848400000.000000000000000,-73.986729900000000,40.724784999999997,7.000000000000000,-73.988092999999992,40.719777999999998,72.000000000000000,START,1
360,7319,713,active,1605848400000.000000000000000,-74.009739999999994,40.668281000000000,3.000000000000000,-74.004904299999993,40.657867299999999,57.000000000000000,START,2
361,7537,3461,active,1605848400000.000000000000000,-73.961399599999993,40.683157500000000,41.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
362,7530,3461,active,1605934800000.000000000000000,-73.979275999999999,40.683800499999997,23.000000000000000,-73.964439999999996,40.672699000000001,99.000000000000000,START,1
363,6414,227,active,1605934800000.000000000000000,-73.996374099999997,40.720973099999988,32.000000000000000,-74.001271880000004,40.711104300000002,180.000000000000000,START,1
364,5578,2462,active,1606021200000.000000000000000,-74.001515900000001,40.655499900000002,16.000000000000000,-74.001461000000006,40.655126000000003,17.000000000000000,START,1
365,7297,1350,active,1606107600000.000000000000000,-73.948725699999997,40.687421600000000,33.000000000000000,-73.947451580000006,40.687509620000000,31.000000000000000,START,1
366,7297,3305,active,1606107600000.000000000000000,-73.948725699999997,40.687421600000000,33.000000000000000,-73.949598199999997,40.686888900000000,24.000000000000000,START,1
367,7297,3575,active,1606107600000.000000000000000,-73.948725699999997,40.687421600000000,33.000000000000000,-73.945752299999995,40.687336700000003,28.000000000000000,START,1
