source,target,status,installDate,fromXYZ,toXYZ,X1,Y1,Z1,X2,Y2,Z2,ORIG_FID,Shape_Length,bearingDegrees,lengthMetersGeodesic,link_ID
690,731,active,1595995200000,"-73.980387499999992,40.7248868,17","-73.980730400000013,40.724676300000013,33",-73.9803875,40.7248868,17,-73.9807304,40.7246763,33,295,0.0004023563843,238.4550019,37.22450622,288
8086,731,active,1612587600000,"-73.9805466,40.7221862,28","-73.980730400000013,40.724676300000013,33",-73.9805466,40.7221862,28,-73.9807304,40.7246763,33,446,0.002496874136,355.7785224,276.9577039,438
8862,731,active,1621396800000,"-73.9788258,40.7226848,21","-73.980730400000013,40.724676300000013,33",-73.9788258,40.7226848,21,-73.9807304,40.7246763,33,527,0.002755643919,316.2777336,273.4980274,518
3963,731,active,1642914000000,"-73.9798639,40.723155899999988,22","-73.980730400000013,40.724676300000013,33",-73.9798639,40.7231559,22,-73.9807304,40.7246763,33,797,0.001749982403,330.3205007,184.0259385,788
4441,731,active,1666756800000,"-73.97822339999999,40.7240253,26","-73.980730400000013,40.724676300000013,33",-73.9782234,40.7240253,26,-73.9807304,40.7246763,33,958,0.002590144784,284.5566609,223.8008506,949
1417,774,active,1558756800000,"-73.9354884,40.7136172,14","-73.934413,40.70834,13",-73.9354884,40.7136172,14,-73.934413,40.70834,13,48,0.005385659198,168.4818446,593.028079,48
5635,944,active,1584158400000,"-73.955203,40.680169,35","-73.954802,40.680269,39",-73.955203,40.680169,35,-73.954802,40.680269,39,244,0.0004132807762,75.99738081,35.67318717,237
6696,944,active,1604293200000,"-73.9523487,40.6799924,34","-73.954802,40.680269,39",-73.9523487,40.6799924,34,-73.954802,40.680269,39,348,0.002468843545,276.4327104,209.6656106,340
1146,944,active,1616299200000,"-73.955055,40.679572,37","-73.954802,40.680269,39",-73.955055,40.679572,37,-73.954802,40.680269,39,487,0.0007414971342,19.95009824,80.30120572,478
115,1084,active,1574312400000,"-73.950671,40.734025,14","-73.945977,40.729614,16",-73.950671,40.734025,14,-73.945977,40.729614,16,166,0.006441316403,133.2197159,630.2165311,161
5581,1084,active,1597291200000,"-73.946078,40.728026,8","-73.945977,40.729614,16",-73.946078,40.728026,8,-73.945977,40.729614,16,298,0.00159120866,3.639225165,176.5515849,291
7909,1084,active,1648267200000,"-73.9512988,40.7268455,24","-73.945977,40.729614,16",-73.9512988,40.7268455,24,-73.945977,40.729614,16,846,0.005998845513,62.51570472,544.6509484,837
2223,1167,active,1574744400000,"-73.9493527777777,40.7280694,17","-73.946151,40.727545,18",-73.94935278,40.7280694,17,-73.946151,40.727545,18,172,0.003244437967,99.30154661,276.6849968,167
1084,1167,active,1575262800000,"-73.945977,40.729614,16","-73.946151,40.727545,18",-73.945977,40.729614,16,-73.946151,40.727545,18,178,0.002076303687,184.807183,230.2294228,172
5581,1167,active,1597291200000,"-73.946078,40.728026,8","-73.946151,40.727545,18",-73.946078,40.728026,8,-73.946151,40.727545,18,299,0.000486507965,188.6297622,53.76923765,292
9891,1167,active,1633233600000,"-73.9471185,40.7256212,22","-73.946151,40.727545,18",-73.9471185,40.7256212,22,-73.946151,40.727545,18,659,0.002153384009,26.69832184,228.7375674,650
1916,1340,active,1544072400000,"-73.9176574,40.6573208,28","-73.9174933,40.6860156,64",-73.9176574,40.6573208,28,-73.9174933,40.6860156,64,7,0.02869526922,0.3276598869,3186.517932,7
1085,1340,active,1546059600000,"-73.913547,40.699679,29","-73.9174933,40.6860156,64",-73.913547,40.699679,29,-73.9174933,40.6860156,64,8,0.01422187693,196.1099176,1553.524872,8
2932,1340,active,1550638800000,"-73.9138912,40.6975071,24","-73.9174933,40.6860156,64",-73.9138912,40.6975071,24,-73.9174933,40.6860156,64,11,0.01204282761,197.4040051,1311.927212,11
2874,1340,active,1550898000000,"-73.9282782,40.6859505,25","-73.9174933,40.6860156,64",-73.9282782,40.6859505,25,-73.9174933,40.6860156,64,12,0.01078509648,89.65415442,911.7109943,12
2857,1340,active,1551330000000,"-73.9309074,40.6768108,28","-73.9174933,40.6860156,64",-73.9309074,40.6768108,28,-73.9174933,40.6860156,64,13,0.01626857162,55.5419566,1526.704065,13
2961,1340,active,1551589200000,"-73.911497,40.694653,27","-73.9174933,40.6860156,64",-73.911497,40.694653,27,-73.9174933,40.6860156,64,14,0.01051476546,214.7693524,1084.849645,14
2998,1340,active,1552363200000,"-73.916699,40.68467,20","-73.9174933,40.6860156,64",-73.916699,40.68467,20,-73.9174933,40.6860156,64,16,0.001562546591,329.446889,163.8188631,16
2882,1340,active,1552708800000,"-73.9112531,40.681513,31","-73.9174933,40.6860156,64",-73.9112531,40.681513,31,-73.9174933,40.6860156,64,18,0.007695031046,305.812234,726.8307694,18
2743,1340,active,1553400000000,"-73.9110628,40.7032819,34","-73.9174933,40.6860156,64",-73.9110628,40.7032819,34,-73.9174933,40.6860156,64,20,0.01842488661,200.4268749,1992.935582,20
1008,1340,active,1554523200000,"-73.9245959,40.688952,24","-73.9174933,40.6860156,64",-73.9245959,40.688952,24,-73.9174933,40.6860156,64,28,0.007685660136,112.4614769,683.2273243,28
2959,1340,active,1554609600000,"-73.9287604,40.6859032,24","-73.9174933,40.6860156,64",-73.9287604,40.6859032,24,-73.9174933,40.6860156,64,29,0.01126766063,89.42843926,952.5263716,29
3102,1340,active,1554955200000,"-73.9140175,40.6915092,24","-73.9174933,40.6860156,64",-73.9140175,40.6915092,24,-73.9174933,40.6860156,64,32,0.006500832762,212.3215318,677.117185,32
624,1340,active,1554955200000,"-73.921143,40.695028,20","-73.9174933,40.6860156,64",-73.921143,40.695028,20,-73.9174933,40.6860156,64,33,0.009723356617,157.9538112,1047.277243,33
3035,1340,active,1556510400000,"-73.9498393,40.6849817,26","-73.9174933,40.6860156,64",-73.9498393,40.6849817,26,-73.9174933,40.6860156,64,34,0.03236251955,88.16923438,2736.740719,34
672,1340,active,1556856000000,"-73.904269,40.702476,33","-73.9174933,40.6860156,64",-73.904269,40.702476,33,-73.9174933,40.6860156,64,36,0.02111461298,218.7784263,2142.562431,36
3213,1340,active,1557460800000,"-73.930324,40.697266,31","-73.9174933,40.6860156,64",-73.930324,40.697266,31,-73.9174933,40.6860156,64,38,0.01706453526,131.2454008,1654.39946,38
3282,1340,active,1559448000000,"-73.9057271,40.6872368,25","-73.9174933,40.6860156,64",-73.9057271,40.6872368,25,-73.9174933,40.6860156,64,50,0.0118294037,264.0745545,1003.827598,50
3326,1340,active,1560052800000,"-73.938485,40.6758029,38","-73.9174933,40.6860156,64",-73.938485,40.6758029,38,-73.9174933,40.6860156,64,51,0.02334417943,64.05655325,2106.060386,51
3480,1340,active,1562990400000,"-73.910978599999993,40.6800055,36","-73.9174933,40.6860156,64",-73.9109786,40.6800055,36,-73.9174933,40.6860156,64,64,0.008863555613,312.6929114,865.298051,64
3396,1340,active,1564804800000,"-73.90467,40.70477,35","-73.9174933,40.6860156,64",-73.90467,40.70477,35,-73.9174933,40.6860156,64,84,0.02271925495,214.3623247,2347.786145,84
3430,1340,active,1567051200000,"-73.921759999999992,40.683752,23","-73.9174933,40.6860156,64",-73.92176,40.683752,23,-73.9174933,40.6860156,64,93,0.004829970378,62.05283755,439.6346361,91
4018,1340,active,1567828800000,"-73.92111349999999,40.6841765,25","-73.9174933,40.6860156,64",-73.9211135,40.6841765,25,-73.9174933,40.6860156,64,95,0.004060558687,63.06894739,367.9187529,93
3729,1340,active,1568001600000,"-73.911801400000016,40.68,38","-73.9174933,40.6860156,64",-73.9118014,40.68,38,-73.9174933,40.6860156,64,99,0.008281616326,316.5837642,823.273856,97
4214,1340,active,1569038400000,"-73.9135051,40.6865052,30","-73.9174933,40.6860156,64",-73.9135051,40.6865052,30,-73.9174933,40.6860156,64,104,0.004018139793,263.0012651,341.4898543,102
4232,1340,active,1569124800000,"-73.91436,40.698743,26","-73.9174933,40.6860156,64",-73.91436,40.698743,26,-73.9174933,40.6860156,64,106,0.01310741316,193.8303553,1437.95173,104
3662,1340,active,1569211200000,"-73.927942,40.685697,25","-73.9174933,40.6860156,64",-73.927942,40.685697,25,-73.9174933,40.6860156,64,107,0.01045355622,88.25348788,883.9722371,105
4255,1340,active,1569211200000,"-73.9110224,40.682368,33","-73.9174933,40.6860156,64",-73.9110224,40.682368,33,-73.9174933,40.6860156,64,111,0.007428158087,299.4096447,680.6640717,109
218,1340,active,1569556800000,"-73.9255912,40.7011353,25","-73.9174933,40.6860156,64",-73.9255912,40.7011353,25,-73.9174933,40.6860156,64,112,0.01715171459,151.8271203,1813.166585,110
3675,1340,active,1570334400000,"-73.9136846,40.6995826,32","-73.9174933,40.6860156,64",-73.9136846,40.6995826,32,-73.9174933,40.6860156,64,114,0.01409147561,195.6811655,1540.59898,112
3923,1340,active,1570680000000,"-73.93383510000001,40.6808306,30","-73.9174933,40.6860156,64",-73.9338351,40.6808306,30,-73.9174933,40.6860156,64,115,0.01714463919,72.39657344,1496.66525,113
12961,1340,active,1570766400000,"-73.9191319,40.688061,37","-73.9174933,40.6860156,64",-73.9191319,40.688061,37,-73.9174933,40.6860156,64,116,0.002620814972,141.3012694,266.0403497,114
4544,1340,active,1573102800000,"-73.908096,40.690963,28","-73.9174933,40.6860156,64",-73.908096,40.690963,28,-73.9174933,40.6860156,64,156,0.01062007599,242.2345243,965.8350019,151
4285,1340,active,1573102800000,"-73.9335366,40.6812324,30","-73.9174933,40.6860156,64",-73.9335366,40.6812324,30,-73.9174933,40.6860156,64,157,0.01674116118,73.39841077,1456.544185,152
4535,1340,active,1574485200000,"-73.9177728,40.6780952,35","-73.9174933,40.6860156,64",-73.9177728,40.6780952,35,-73.9174933,40.6860156,64,167,0.007925330051,2.021050443,879.8600618,162
4768,1340,active,1574658000000,"-73.9310911,40.6852983,20","-73.9174933,40.6860156,64",-73.9310911,40.6852983,20,-73.9174933,40.6860156,64,171,0.01361670607,86.98037881,1152.228028,166
4706,1340,active,1575090000000,"-73.931465,40.6927717,30","-73.9174933,40.6860156,64",-73.931465,40.6927717,30,-73.9174933,40.6860156,64,177,0.01551944872,115.8063696,1399.166524,171
4037,1340,active,1576645200000,"-73.9276122,40.6830547,30","-73.9174933,40.6860156,64",-73.9276122,40.6830547,30,-73.9174933,40.6860156,64,187,0.01054319999,73.68995113,916.418306,181
4733,1340,active,1576645200000,"-73.912807,40.697881,22","-73.9174933,40.6860156,64",-73.912807,40.697881,22,-73.9174933,40.6860156,64,188,0.01275731653,201.5517935,1375.881533,182
5014,1340,active,1576904400000,"-73.90638,40.693888,43","-73.9174933,40.6860156,64",-73.90638,40.693888,43,-73.9174933,40.6860156,64,191,0.0136191086,234.6871416,1283.237317,185
4810,1340,active,1576904400000,"-73.910493,40.696134,29","-73.9174933,40.6860156,64",-73.910493,40.696134,29,-73.9174933,40.6860156,64,192,0.01230391072,214.6769819,1269.906631,186
4676,1340,active,1577509200000,"-73.9242136,40.6946233,28","-73.9174933,40.6860156,64",-73.9242136,40.6946233,28,-73.9174933,40.6860156,64,195,0.01092039063,142.0197307,1111.919514,189
2203,1340,active,1577941200000,"-73.9412289,40.6829648,28","-73.9174933,40.6860156,64",-73.9412289,40.6829648,28,-73.9174933,40.6860156,64,198,0.02393086062,82.67577804,2034.891424,192
5307,1340,active,1582434000000,"-73.912387,40.6877037,23","-73.9174933,40.6860156,64",-73.912387,40.6877037,23,-73.9174933,40.6860156,64,226,0.005378102016,251.7065469,470.595118,219
5020,1340,active,1582779600000,"-73.9154758,40.6994517,32","-73.9174933,40.6860156,64",-73.9154758,40.6994517,32,-73.9174933,40.6860156,64,228,0.01358672475,188.5394609,1501.765026,221
5127,1340,active,1582952400000,"-73.955788099999992,40.682804,32","-73.9174933,40.6860156,64",-73.9557881,40.682804,32,-73.9174933,40.6860156,64,230,0.0384292349,85.20609767,3256.844786,223
5351,1340,active,1583899200000,"-73.9369086,40.691397599999988,31","-73.9174933,40.6860156,64",-73.9369086,40.6913976,31,-73.9174933,40.6860156,64,241,0.02014745143,105.4935896,1746.608008,234
5451,1340,active,1584158400000,"-73.913128399999991,40.6801869,33","-73.9174933,40.6860156,64",-73.9131284,40.6801869,33,-73.9174933,40.6860156,64,245,0.007281901929,323.171804,745.055882,238
4906,1340,active,1587528000000,"-73.913,40.6863177,18","-73.9174933,40.6860156,64",-73.913,40.6863177,18,-73.9174933,40.6860156,64,254,0.00450344416,266.1535966,381.3106952,247
6002,1340,active,1588910400000,"-73.9159468,40.6822384,27","-73.9174933,40.6860156,64",-73.9159468,40.6822384,27,-73.9174933,40.6860156,64,259,0.004081531831,337.7343221,439.3512957,252
6019,1340,active,1589515200000,"-73.9207461,40.6855535,18","-73.9174933,40.6860156,64",-73.9207461,40.6855535,18,-73.9174933,40.6860156,64,260,0.003285459519,81.91453723,279.7177386,253
5863,1340,active,1590120000000,"-73.921814,40.688257,24","-73.9174933,40.6860156,64",-73.921814,40.688257,24,-73.9174933,40.6860156,64,261,0.004867475984,117.4184124,441.9843529,254
3646,1340,active,1590984000000,"-73.9367525,40.6926657,30","-73.9174933,40.6860156,64",-73.9367525,40.6926657,30,-73.9174933,40.6860156,64,265,0.02037499977,109.0495229,1787.626254,258
3971,1340,active,1594699200000,"-73.91895989999999,40.6888183,26","-73.9174933,40.6860156,64",-73.9189599,40.6888183,26,-73.9174933,40.6860156,64,283,0.003163232974,152.3777867,335.0164393,276
6267,1340,active,1595304000000,"-73.934379499999991,40.6790295,43","-73.9174933,40.6860156,64",-73.9343795,40.6790295,43,-73.9174933,40.6860156,64,288,0.01827428096,67.52431184,1624.703391,281
2344,1340,active,1595822400000,"-73.9135927,40.6889089,21","-73.9174933,40.6860156,64",-73.9135927,40.6889089,21,-73.9174933,40.6860156,64,292,0.004856528107,233.4335402,460.3776751,285
5588,1340,active,1598155200000,"-73.9198027,40.689678099999988,25","-73.9174933,40.6860156,64",-73.9198027,40.6896781,25,-73.9174933,40.6860156,64,306,0.004329807687,147.7663999,451.1368657,299
6845,1340,active,1601438400000,"-73.940848,40.683744,29","-73.9174933,40.6860156,64",-73.940848,40.683744,29,-73.9174933,40.6860156,64,327,0.02346491381,84.44458854,1990.330862,319
7095,1340,active,1601870400000,"-73.9255915,40.689682,5","-73.9174933,40.6860156,64",-73.9255915,40.689682,5,-73.9174933,40.6860156,64,331,0.008889506859,114.3582876,796.4757131,323
6992,1340,active,1602043200000,"-73.9335753,40.6951199,35","-73.9174933,40.6860156,64",-73.9335753,40.6951199,35,-73.9174933,40.6860156,64,332,0.01848023278,119.5149552,1694.117972,324
6268,1340,active,1602302400000,"-73.930551499999993,40.6808461,32","-73.9174933,40.6860156,64",-73.9305515,40.6808461,32,-73.9174933,40.6860156,64,335,0.0140442272,68.40230293,1244.238012,327
7003,1340,active,1602302400000,"-73.9165781,40.694162899999988,21","-73.9174933,40.6860156,64",-73.9165781,40.6941629,21,-73.9174933,40.6860156,64,336,0.008198541842,186.4092638,908.0420594,328
6308,1340,active,1602907200000,"-73.914093999999992,40.683121,25","-73.9174933,40.6860156,64",-73.914094,40.683121,25,-73.9174933,40.6860156,64,341,0.004464745194,310.4153329,431.1597398,333
7288,1340,active,1603684800000,"-73.911492,40.688699,20","-73.9174933,40.6860156,64",-73.911492,40.688699,20,-73.9174933,40.6860156,64,345,0.006573905783,245.9088408,588.3431299,337
7379,1340,active,1604116800000,"-73.9192712,40.6945393,22","-73.9174933,40.6860156,64",-73.9192712,40.6945393,22,-73.9174933,40.6860156,64,346,0.008707145922,168.217995,958.3950856,338
3461,1340,active,1606798800000,"-73.96444,40.672699,99","-73.9174933,40.6860156,64",-73.96444,40.672699,99,-73.9174933,40.6860156,64,375,0.0487988168,74.1638217,4235.485568,367
7591,1340,active,1607230800000,"-73.9470518,40.6905532,27","-73.9174933,40.6860156,64",-73.9470518,40.6905532,27,-73.9174933,40.6860156,64,382,0.02990476117,98.72748784,2548.892747,374
7489,1340,active,1607490000000,"-73.91389,40.659884,33","-73.9174933,40.6860156,64",-73.91389,40.659884,33,-73.9174933,40.6860156,64,387,0.02637886067,352.1489645,2917.800041,379
5276,1340,active,1608958800000,"-73.92576369999999,40.6829556,28","-73.9174933,40.6860156,64",-73.9257637,40.6829556,28,-73.9174933,40.6860156,64,394,0.008818339762,69.69581878,777.3441617,386
7582,1340,active,1609045200000,"-73.9271759,40.6849822,27","-73.9174933,40.6860156,64",-73.9271759,40.6849822,27,-73.9174933,40.6860156,64,401,0.009737589965,83.90802378,826.5127393,393
7853,1340,active,1610600400000,"-73.914278,40.68413,28","-73.9174933,40.6860156,64",-73.914278,40.68413,28,-73.9174933,40.6860156,64,416,0.003727417531,300.3893232,343.1063763,408
7065,1340,active,1610773200000,"-73.925354,40.68257,30","-73.9174933,40.6860156,64",-73.925354,40.68257,30,-73.9174933,40.6860156,64,418,0.008582701431,66.33060058,766.7936924,410
7178,1340,active,1611378000000,"-73.91179,40.69435,26","-73.9174933,40.6860156,64",-73.91179,40.69435,26,-73.9174933,40.6860156,64,425,0.01009900264,214.3841645,1043.547854,417
8174,1340,active,1613278800000,"-73.942419,40.67982,42","-73.9174933,40.6860156,64",-73.942419,40.67982,42,-73.9174933,40.6860156,64,450,0.02568415821,76.04128821,2216.6235,442
7997,1340,active,1614142800000,"-73.924911,40.682535,30","-73.9174933,40.6860156,64",-73.924911,40.682535,30,-73.9174933,40.6860156,64,457,0.008193707931,64.86266828,736.6098949,449
8175,1340,active,1614142800000,"-73.92437009999999,40.6916057,35","-73.9174933,40.6860156,64",-73.9243701,40.6916057,35,-73.9174933,40.6860156,64,460,0.008862256837,129.1074066,850.4446381,452
7710,1340,active,1614229200000,"-73.91463,40.685942999999988,26","-73.9174933,40.6860156,64",-73.91463,40.685943,26,-73.9174933,40.6860156,64,461,0.002864220252,271.4524439,242.1782143,453
8252,1340,active,1614661200000,"-73.9293459,40.6865951,31","-73.9174933,40.6860156,64",-73.9293459,40.6865951,31,-73.9174933,40.6860156,64,472,0.01186675807,92.79908927,1003.998107,464
7686,1340,active,1615438800000,"-73.944795,40.6746316,46","-73.9174933,40.6860156,64",-73.944795,40.6746316,46,-73.9174933,40.6860156,64,478,0.02958003187,67.36530974,2631.620334,470
8509,1340,active,1616990400000,"-73.916503100000014,40.6871556,27","-73.9174933,40.6860156,64",-73.9165031,40.6871556,27,-73.9174933,40.6860156,64,494,0.001509998689,220.9774662,151.7647777,485
8701,1340,active,1618027200000,"-73.915205100000009,40.7015803,30","-73.9174933,40.6860156,64",-73.9152051,40.7015803,30,-73.9174933,40.6860156,64,506,0.0157319975,188.3632685,1739.215863,497
5916,1340,active,1619496000000,"-73.939748,40.696079,96","-73.9174933,40.6860156,64",-73.939748,40.696079,96,-73.9174933,40.6860156,64,515,0.024424244,114.3321081,2188.02639,506
8916,1340,active,1622520000000,"-73.9288977,40.6848268,31","-73.9174933,40.6860156,64",-73.9288977,40.6848268,31,-73.9174933,40.6860156,64,538,0.01146619313,84.04895383,973.0554443,529
9044,1340,active,1622865600000,"-73.93015,40.676008,20","-73.9174933,40.6860156,64",-73.93015,40.676008,20,-73.9174933,40.6860156,64,543,0.01613518247,51.66672467,1542.697735,534
8538,1340,active,1623124800000,"-73.915734,40.681719,24","-73.9174933,40.6860156,64",-73.915734,40.681719,24,-73.9174933,40.6860156,64,545,0.004642834054,337.7327013,499.7698913,536
8750,1340,active,1624507200000,"-73.9132138,40.6922445,21","-73.9174933,40.6860156,64",-73.9132138,40.6922445,21,-73.9174933,40.6860156,64,571,0.007557335209,214.4906006,780.5866488,562
9095,1340,active,1627358400000,"-73.9199821,40.6931231,29","-73.9174933,40.6860156,64",-73.9199821,40.6931231,29,-73.9174933,40.6860156,64,578,0.007530649487,160.7015159,816.8289716,569
9899,1340,active,1629518400000,"-73.9116279,40.689744,26","-73.9174933,40.6860156,64",-73.9116279,40.689744,26,-73.9174933,40.6860156,64,608,0.006950099547,237.5575131,645.946031,599
10130,1340,active,1630814400000,"-73.91819,40.681914,25","-73.9174933,40.6860156,64",-73.91819,40.681914,25,-73.9174933,40.6860156,64,623,0.00416035016,9.640279231,459.2657344,614
9752,1340,active,1634184000000,"-73.9174048,40.687289,30","-73.9174933,40.6860156,64",-73.9174048,40.687289,30,-73.9174933,40.6860156,64,675,0.001276471625,183.9756055,141.6060934,666
10469,1340,active,1634356800000,"-73.9150841,40.6880247,30","-73.9174933,40.6860156,64",-73.9150841,40.6880247,30,-73.9174933,40.6860156,64,680,0.003136993377,230.1743175,302.0785812,671
10540,1340,active,1635652800000,"-73.9245351,40.6766278,5","-73.9174933,40.6860156,64",-73.9245351,40.6766278,5,-73.9174933,40.6860156,64,700,0.01173532003,36.87360822,1200.493635,691
10313,1340,active,1637211600000,"-73.909536,40.6864403,25","-73.9174933,40.6860156,64",-73.909536,40.6864403,25,-73.9174933,40.6860156,64,713,0.007968625564,266.9448869,674.3050525,704
5421,1340,active,1637730000000,"-73.9309189,40.683796,28","-73.9174933,40.6860156,64",-73.9309189,40.683796,28,-73.9174933,40.6860156,64,715,0.01360784185,80.61243557,1161.384363,706
9771,1340,active,1638507600000,"-73.917672900000014,40.683476,22","-73.9174933,40.6860156,64",-73.9176729,40.683476,22,-73.9174933,40.6860156,64,742,0.002545942717,4.045211189,282.4254214,733
7089,1340,active,1638939600000,"-73.908208,40.686542,27","-73.9174933,40.6860156,64",-73.908208,40.686542,27,-73.9174933,40.6860156,64,749,0.009300209301,266.7552746,787.0865454,740
11023,1340,active,1639198800000,"-73.9187827,40.6814587,5","-73.9174933,40.6860156,64",-73.9187827,40.6814587,5,-73.9174933,40.6860156,64,757,0.004735809326,15.79915339,517.6401239,748
7449,1340,active,1640754000000,"-73.9326066,40.6809938,31","-73.9174933,40.6860156,64",-73.9326066,40.6809938,31,-73.9174933,40.6860156,64,772,0.0159257751,71.6195463,1394.024977,763
5328,1340,active,1641704400000,"-73.918159,40.676151999999988,40","-73.9174933,40.6860156,64",-73.918159,40.676152,40,-73.9174933,40.6860156,64,785,0.009886038714,3.86106964,1096.775394,776
11290,1340,potential,1642395600000,"-73.93494849999999,40.6836883,32","-73.9174933,40.6860156,64",-73.9349485,40.6836883,32,-73.9174933,40.6860156,64,792,0.01760966589,82.40555014,1498.0309,783
11290,1340,active,1642482000000,"-73.93494849999999,40.6836883,32","-73.9174933,40.6860156,64",-73.9349485,40.6836883,32,-73.9174933,40.6860156,64,793,0.01760966589,82.40555014,1498.0309,784
11340,1340,active,1644037200000,"-73.9166268,40.689927,28","-73.9174933,40.6860156,64",-73.9166268,40.689927,28,-73.9174933,40.6860156,64,806,0.004006229176,192.4911127,440.4851982,797
11460,1340,active,1644642000000,"-73.9210446,40.6871027,26","-73.9174933,40.6860156,64",-73.9210446,40.6871027,26,-73.9174933,40.6860156,64,810,0.003713962587,107.0200439,323.5638008,801
11664,1340,active,1646629200000,"-73.913441699999993,40.6873485,23","-73.9174933,40.6860156,64",-73.9134417,40.6873485,23,-73.9174933,40.6860156,64,835,0.004265218045,251.7897693,373.107061,826
11912,1340,active,1652846400000,"-73.9189403,40.6870634,31","-73.9174933,40.6860156,64",-73.9189403,40.6870634,31,-73.9174933,40.6860156,64,888,0.001786531231,125.9090065,168.8210103,879
12572,1340,active,1661227200000,"-73.93966739999999,40.691816,29","-73.9174933,40.6860156,64",-73.9396674,40.691816,29,-73.9174933,40.6860156,64,927,0.0229201953,104.6592179,1981.953844,918
11264,1340,active,1661832000000,"-73.9146552,40.6908406,22","-73.9174933,40.6860156,64",-73.9146552,40.6908406,22,-73.9174933,40.6860156,64,928,0.005597806411,210.4643513,587.0626358,919
12667,1340,active,1662091200000,"-73.922049,40.6818405,26","-73.9174933,40.6860156,64",-73.922049,40.6818405,26,-73.9174933,40.6860156,64,931,0.006179471053,47.496103,602.7232579,922
12832,1340,active,1665374400000,"-73.9323745,40.6856677,33","-73.9174933,40.6860156,64",-73.9323745,40.6856677,33,-73.9174933,40.6860156,64,952,0.01488526614,88.66075509,1258.551526,943
3305,1350,active,1563508800000,"-73.9495982,40.6868889,24","-73.94745158,40.68750962,31",-73.9495982,40.6868889,24,-73.94745158,40.68750962,31,69,0.002234562763,73.87216302,194.1084323,69
3736,1350,active,1564632000000,"-73.947483,40.687551,27","-73.94745158,40.68750962,31",-73.947483,40.687551,27,-73.94745158,40.68750962,31,78,0.00005195691291,142.7904516,5.307512949,78
3737,1350,active,1564632000000,"-73.947516,40.687545,27","-73.94745158,40.68750962,31",-73.947516,40.687545,27,-73.94745158,40.68750962,31,79,0.00007349612778,118.7759568,6.714876537,79
3738,1350,active,1564632000000,"-73.947507,40.687505,27","-73.94745158,40.68750962,31",-73.947507,40.687505,27,-73.94745158,40.68750962,31,80,0.00005561223609,85.23464709,4.712733133,80
3739,1350,active,1564632000000,"-73.947495,40.687472,27","-73.94745158,40.68750962,31",-73.947495,40.687472,27,-73.94745158,40.68750962,31,81,0.00005745050739,49.09365575,5.560933731,81
669,1350,active,1564632000000,"-73.9474877,40.6876593,23","-73.94745158,40.68750962,31",-73.9474877,40.6876593,23,-73.94745158,40.68750962,31,82,0.0001539764813,166.4330581,16.89974992,82
3575,1350,active,1566705600000,"-73.9457523,40.6873367,28","-73.94745158,40.68750962,31",-73.9457523,40.6873367,28,-73.94745158,40.68750962,31,92,0.001708055574,275.8104601,144.9203417,90
4869,1350,active,1575694800000,"-73.9491437,40.6869551,32","-73.94745158,40.68750962,31",-73.9491437,40.6869551,32,-73.94745158,40.68750962,31,181,0.001780663507,71.85565468,155.7294485,175
6581,1350,active,1596254400000,"-73.951112999999992,40.686557,34","-73.94745158,40.68750962,31",-73.951113,40.686557,34,-73.94745158,40.68750962,31,296,0.003783316175,75.41624501,327.0859278,289
6618,1350,active,1602129600000,"-73.9478895,40.6874654,26","-73.94745158,40.68750962,31",-73.9478895,40.6874654,26,-73.94745158,40.68750962,31,333,0.0004401469469,84.23396879,37.34223358,325
7037,1350,active,1604379600000,"-73.949139,40.6899142,24","-73.94745158,40.68750962,31",-73.949139,40.6899142,24,-73.94745158,40.68750962,31,350,0.002937582549,144.9406459,302.732481,342
7297,1350,active,1606107600000,"-73.9487257,40.6874216,33","-73.94745158,40.68750962,31",-73.9487257,40.6874216,33,-73.94745158,40.68750962,31,365,0.001277156723,86.04811585,108.1457031,357
5916,1350,active,1637730000000,"-73.939748,40.696079,96","-73.94745158,40.68750962,31",-73.939748,40.696079,96,-73.94745158,40.68750962,31,717,0.01152299521,221.9544596,1153.067381,708
2074,1384,active,1515387600000,"-73.9793327,40.7131531,76","-73.9789042,40.7138949,53",-73.9793327,40.7131531,76,-73.9789042,40.7138949,53,1,0.000856667666,30.01283372,89.98189533,1
10429,1384,active,1640149200000,"-73.979266799999991,40.7134538,76","-73.9789042,40.7138949,53",-73.9792668,40.7134538,76,-73.9789042,40.7138949,53,767,0.0005710061033,39.42142943,57.77654417,758
2934,1417,active,1554436800000,"-73.940489,40.714038,22","-73.9354884,40.7136172,14",-73.940489,40.714038,22,-73.9354884,40.7136172,14,27,0.005018273906,94.81010182,425.1169003,27
3234,1417,active,1558065600000,"-73.93811,40.713953,19","-73.9354884,40.7136172,14",-73.93811,40.713953,19,-73.9354884,40.7136172,14,44,0.002643018766,97.29925375,224.6368956,44
3606,1417,active,1564200000000,"-73.9218844,40.7084572,28","-73.9354884,40.7136172,14",-73.9218844,40.7084572,28,-73.9354884,40.7136172,14,71,0.01454972221,290.7717468,1284.455537,71
1491,1417,active,1576904400000,"-73.923297,40.706311,24","-73.9354884,40.7136172,14",-73.923297,40.706311,24,-73.9354884,40.7136172,14,190,0.01421305009,300.9338904,1311.336964,184
11934,1417,active,1655956800000,"-73.9347059,40.7136383,28","-73.9354884,40.7136172,14",-73.9347059,40.7136383,28,-73.9354884,40.7136172,14,905,0.0007827844275,268.4554018,66.16140948,896
