,id,x,y,z,point_radius,status,requestDate,installDate,roofAccess,notes,panoramas,class,boroughCode,neighborhoodCode,borough,neighborhood,Date_Year
153,3572,-73.957523,40.656047,27.0,2.7,Installed,1562270443970,1571457600000,-1,Omni-only,"[""3572.jpg"",""3572a.jpg""]",,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
154,3575,-73.9457523,40.6873367,28.0,2.8,Installed,1562348397392,1566705600000,0,Omni-only,"[""3575.jpg"",""3575a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
155,3578,-73.9814466,40.7293037,25.0,2.5,Installed,1562426800705,1563163200000,-1,Omni,"[""3578.jpg"",""3578a.jpg"",""3578b.jpg"",""3578c.jpg""]",,1,24,Manhattan,East Village,2019
156,3606,-73.9218844,40.7084572,28.0,2.8,Installed,1562766347484,1564200000000,-1,hub Omni+sectors,"[""3606.jpg"",""3606a.jpg""]",hub,4,221,Brooklyn,Bushwick,2019
157,3607,-73.945962,40.68284,28.0,2.8,Installed,1562768113675,1563076800000,-1,Omni,"[""3607.jpg"",""3607a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
158,3623,-73.9787559,40.7257547,25.0,2.5,Installed,1562945173024,1563336000000,-1,Omni,[],,1,24,Manhattan,East Village,2019
159,3625,-73.930048,40.697446,29.0,2.9,Installed,1562959045718,1562904000000,-1,wired,[],,4,221,Brooklyn,Bushwick,2019
160,3641,-73.9848165,40.6661549,44.0,4.4,Installed,1563287941313,1563854400000,-1,Omni,"[""""3641.jpg""""]",,3,131,Brooklyn,South Slope,2019
161,3646,-73.9367525,40.6926657,30.0,3.0,Installed,1563412487484,1565409600000,-1,Omni,"[""3646.jpg"",""3646a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
162,3654,-73.9489129,40.7099027,27.0,2.7,Installed,1563475293190,1572753600000,-1,Omni,"[""3654.jpg"",""3654a.jpg"",""3654b.jpg""]",,4,216,Brooklyn,Williamsburg,2019
163,3662,-73.927942,40.685697,25.0,2.5,Installed,1563567356793,1569211200000,-1,hub Omni,[],hub,3,122,Brooklyn,Bedford-Stuyvesant,2019
164,3675,-73.9136846,40.6995826,32.0,3.2,Installed,1563802642963,1570334400000,-1,Omni,"[""3675.jpg"",""3675a.jpg""]",,4,221,Brooklyn,Bushwick,2019
165,3682,-73.9568766,40.6881749,34.0,3.4,Installed,1563908276972,1573880400000,0,Omni,"[""3682.jpg"",""3682a.jpg"",""3682b.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
166,3713,-73.9453621,40.6806627,33.0,3.3,Installed,1564361058334,1580360400000,-1,Omni,"[""""3713.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
167,3715,-73.9219402,40.6840818,23.0,2.3,Installed,1564407678130,1566273600000,-1,Omni only,"[""""3715.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
168,3716,-73.954625,40.7304,24.5,2.45,Installed,1564408629310,1571630400000,-1,Omni,"[""3716.jpg"",""3716a.jpg"",""3716b.jpg""]",,3,113,Brooklyn,Greenpoint,2019
169,3721,-73.9546991,40.7266295,18.0,1.8,Installed,1564424924003,1564718400000,-1,Omni only,"[""3721.jpg"",""3721a.jpg""]",,3,113,Brooklyn,Greenpoint,2019
170,3729,-73.9118014,40.68,38.0,3.8,Installed,1564494382100,1568001600000,-1,lbe only,"[""""3729.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
171,3736,-73.947483,40.687551,27.0,2.7,Installed,1564540767619,1564545600000,-1,lbe only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
172,3737,-73.947516,40.687545,27.0,2.7,Installed,1564540848481,1564545600000,-1,lbe only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
173,3738,-73.947507,40.687505,27.0,2.7,Installed,1564540932698,1564545600000,-1,lbe only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
174,3739,-73.947495,40.687472,27.0,2.7,Installed,1564540993315,1564545600000,-1,lbe only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
175,3744,-73.9167552,40.7052886,25.0,2.5,Installed,1564617526258,1565496000000,-1,lbe only,"[""3744.jpg"",""3744a.jpg"",""3744b.jpg""]",,4,221,Brooklyn,Bushwick,2019
176,3782,-74.00772,40.64798,49.0,4.9,Installed,1565053055200,1566619200000,-1,Omni,[],,3,137,Brooklyn,Sunset Park,2019
177,3792,-73.9957919,40.712076,29.0,2.9,Installed,1565108565289,1567828800000,-1,sxt solo wds,[],,1,33,Manhattan,Two Bridges,2019
178,3861,-73.9541018,40.72554,18.0,1.8,Installed,1565195953836,1580187600000,-1,hub,[],hub,3,113,Brooklyn,Greenpoint,2019
179,3863,-73.9894688,40.7138682,57.0,5.7,Installed,1565196692267,1567915200000,0,sxt solo wds,"[""""3863.jpg""""]",,1,29,Manhattan,Lower East Side,2019
180,3864,-73.990065,40.71532,28.0,2.8,Installed,1565197839381,1566014400000,-1,Omni only,"[""3864.jpg"",""3864a.jpg"",""3864b.jpg""]",,1,30,Manhattan,Chinatown,2019
181,3923,-73.9338351,40.6808306,30.0,3.0,Installed,1565229417275,1570680000000,-1,Omni,"[""3923.jpg"",""3923a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
182,3963,-73.9798639,40.7231559,22.0,2.2,Installed,1565364752087,1642827600000,-1,hub,"[""3963.jpg"",""3963a.jpg""]",hub,1,24,Manhattan,East Village,2019
183,3971,-73.9189599,40.6888183,26.0,2.6,Installed,1565466017928,1566100800000,-1,Omni,"[""""3971.jpg""""]",,4,221,Brooklyn,Bushwick,2019
184,4018,-73.9211135,40.6841765,25.0,2.5,Installed,1565586265305,1567828800000,-1,Omni,"[""4018.jpg"",""4018a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
185,4026,-73.9889027,40.7272721,31.0,3.1,Installed,1565623152966,1633579200000,-1,omni,"[""4026.jpg"",""4026a.jpg""]",,1,24,Manhattan,East Village,2019
186,4032,-74.0040184,40.6561109,16.0,1.6,Installed,1565644114394,1579410000000,-1,Omni,"[""""4032.jpg""""]",,3,137,Brooklyn,Sunset Park,2019
187,4037,-73.9276122,40.6830547,30.0,3.0,Installed,1565698371531,1575694800000,-1,Omni,"[""4037.jpg"",""4037a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
188,4043,-73.9439957,40.7165279,24.0,2.4,Installed,1565709651510,1593489600000,-1,SXT solo,"[""""4043.jpg""""]",,4,216,Brooklyn,Williamsburg,2019
189,4062,-73.957765,40.670158,61.0,6.1,Installed,1565795705811,1568779200000,-1,Omni,"[""""4062.jpg""""]",,3,130,Brooklyn,Crown Heights,2019
190,4101,-73.9541018,40.72554,18.0,1.8,Installed,1565997138883,1580187600000,0,Omni,"[""""4101.jpg""""]",,3,113,Brooklyn,Greenpoint,2019
191,4116,-73.9831231,40.7284668,23.0,2.3,Installed,1566075863449,1606798800000,-1,Omni,"[""""4116.jpg""""]",,1,24,Manhattan,East Village,2019
192,4126,-73.9546076,40.6922472,49.0,4.9,Installed,1566148101882,1602216000000,-1,Omni+NetPower,"[""4126.jpg"",""4126a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
193,4128,-73.9534738,40.682984,29.0,2.9,Installed,1566155280716,1573707600000,-1,Omni-only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
194,4181,-73.981094,40.721376,26.0,2.6,Installed,1566668523030,1634097600000,-1,Omni + sxt,"[""4181.jpg"",""4181a.jpg"",""4181b.jpg""]",,1,24,Manhattan,East Village,2019
195,4187,-73.944386,40.683722,30.0,3.0,Installed,1566755048195,1574571600000,-1,Omni-only,"[""4187.jpg"",""4187a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
196,4192,-73.9542362,40.6762273,41.0,4.1,Installed,1566829164627,1568520000000,-1,Omni,"[""4192.jpg"",""4192a.jpg""]",,3,130,Brooklyn,Crown Heights,2019
197,4214,-73.9135051,40.6865052,30.0,3.0,Installed,1566953720437,1569038400000,-1,Omni,[],,4,221,Brooklyn,Bushwick,2019
198,4232,-73.91436,40.698743,26.0,2.6,Installed,1567180634467,1569124800000,0,Omni,"[""4232.jpg"",""4232a.jpg"",""4232b.jpg""]",,4,221,Brooklyn,Bushwick,2019
199,4255,-73.9110224,40.682368,33.0,3.3,Installed,1567479364951,1569211200000,0,Omni,"[""""4255.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
200,4276,-73.988214,40.7214594,31.0,3.1,Installed,1567689438173,1568606400000,-1,Omni,"[""4276.jpg"",""4276a.jpg""]",,1,29,Manhattan,Lower East Side,2019
201,4285,-73.9335366,40.6812324,30.0,3.0,Installed,1567783865963,1573102800000,-1,Omni,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
202,4334,-73.9954871,40.712422,27.0,2.7,Installed,1568403650226,1572753600000,0,Potential Hub,[],,1,33,Manhattan,Two Bridges,2019
203,4337,-73.9831177,40.7233621,28.0,2.8,Installed,1568436465215,1569729600000,-1,Omni,"[""4337.jpg"",""4337a.jpg""]",,1,24,Manhattan,East Village,2019
204,4343,-73.9633281,40.6743508,55.0,5.5,Installed,1568496636210,1573362000000,-1,Omni+sxt,"[""4343.jpg"",""4343a.jpg""]",,3,126,Brooklyn,Prospect Heights,2019
205,4391,-73.9552472,40.6942199,37.0,3.7,Installed,1568842989952,1581829200000,-1,Omni,"[""4391.jpg"",""4391a.jpg"",""4391b.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
206,4393,-73.9578729,40.6560088,29.0,2.9,Installed,1568901941647,1571457600000,-1,Omni,[],,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
207,4394,-73.9659632,40.7113383,23.0,2.3,Installed,1568917064976,1581570000000,-1,Omni,"[""""4394.jpg""""]",,4,216,Brooklyn,Williamsburg,2019
208,4395,-73.9419,40.686238,31.0,3.1,Installed,1568919189244,1570248000000,-1,Omni,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
209,4402,-73.956852,40.655596,40.0,4.0,Installed,1569028868335,1570939200000,-1,hub Omni,"[""4402.jpg"",""4402a.jpg""]",hub,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
210,4433,-73.926877,40.68577,24.0,2.4,Installed,1569421530478,1570852800000,-1,Omni only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
211,4439,-73.9544428,40.655792,35.0,3.5,Installed,1569452201610,1573707600000,-1,hub Omni,[],hub,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
212,4441,-73.9782234,40.7240253,26.0,2.6,Installed,1569458961126,1619236800000,0,hub Omni,"[""""4441.jpg""""]",hub,1,24,Manhattan,East Village,2019
213,4459,-73.9589505,40.6559848,33.0,3.3,Installed,1569729655986,1571457600000,0,hub Omni,[],hub,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
214,4476,-73.958148,40.688563,34.0,3.4,Installed,1569936328954,1610514000000,-1,Omni,"[""4476.jpg"",""4476a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
215,4480,-73.9803744,40.6753898,30.0,3.0,Installed,1569960792056,1579410000000,-1,Omni only,"[""4480.jpg"",""4480a.jpg""]",,3,129,Brooklyn,Park Slope,2019
216,4504,-73.997776,40.721008,37.0,3.7,Installed,1570218312060,1571716800000,-1,Omni,[],,1,25,Manhattan,SoHo,2019
217,4506,-73.958255,40.656001,32.0,3.2,Installed,1570231520234,1571457600000,-1,Omni,[],,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
218,4507,-73.959161,40.655511,35.0,3.5,Installed,1570233952699,1571457600000,-1,hub Omni + LR,"[""4507.jpg"",""4507a.jpg"",""4507b.jpg""]",hub,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
219,4514,-73.957951,40.655607,27.0,2.7,Installed,1570315103598,1571457600000,-1,hub Omni + LR,[],hub,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
220,4515,-73.957879,40.656025,29.0,2.9,Installed,1570358269463,1571457600000,0,hub Omni + LR,[],hub,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
221,4517,-73.9468314,40.6671652,44.0,4.4,Installed,1570375567158,1572148800000,-1,Omni,[],,3,130,Brooklyn,Crown Heights,2019
222,4530,-73.9551535,40.655782,40.0,4.0,Installed,1570453080446,1571457600000,0,hub Omni + LR,[],hub,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
223,4534,-73.924538,40.70782,20.0,2.0,Installed,1570470062423,1571198400000,-1,Omni,"[""""4534.jpg""""]",,4,216,Brooklyn,Williamsburg,2019
224,4535,-73.9177728,40.6780952,35.0,3.5,Installed,1570471708452,1574485200000,-1,Omni,"[""4535.jpg"",""4535a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
225,4544,-73.908096,40.690963,28.0,2.8,Installed,1570581060773,1573102800000,-1,Omni,"[""4544.jpg"",""4544a.jpg""]",,4,221,Brooklyn,Bushwick,2019
226,4558,-73.9269463,40.6857608,25.0,2.5,Installed,1570707820845,1570852800000,-1,Omni,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
227,4569,-73.9551169,40.6732485,48.0,4.8,Installed,1570911505160,1577336400000,-1,Omni,"[""4569.jpg"",""4569a.jpg""]",,3,130,Brooklyn,Crown Heights,2019
228,4574,-73.9498789,40.6868664,26.0,2.6,Installed,1571011142153,1575090000000,-1,Omni,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
229,4585,-73.992735,40.725233,28.0,2.8,Installed,1571091188509,1573102800000,-1,Omni,"[""""4585.jpg""""]",,1,23,Manhattan,NoHo,2019
230,4591,-74.0137508,40.6547251,18.0,1.8,Installed,1571154375296,1649908800000,-1,Omni only,"[""4591.jpg"",""4591a.jpg"",""4591b.jpg""]",,3,137,Brooklyn,Sunset Park,2019
231,4607,-73.958095,40.6560582,32.0,3.2,Installed,1571260325433,1571457600000,-1,Omni only,[],,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
232,4613,-73.9293553,40.6930098,31.0,3.1,Installed,1571367961302,1584504000000,-1,SXT solo,"[""""4613.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
233,4666,-73.9702161,40.6772223,56.0,5.6,Installed,1572114667566,1573362000000,-1,Omni only,[],,3,126,Brooklyn,Prospect Heights,2019
234,4673,-73.982291,40.728228,24.0,2.4,Installed,1572154685659,1572930000000,-1,Omni only,[],,1,24,Manhattan,East Village,2019
235,4676,-73.9242136,40.6946233,28.0,2.8,Installed,1572188172383,1577509200000,-1,Omni,"[""4676.jpg"",""4676a.jpg""]",,4,221,Brooklyn,Bushwick,2019
236,4681,-73.997404,40.658479,19.0,1.9,Installed,1572211540089,1595044800000,-1,Omni,"[""""4681.jpg""""]",,3,137,Brooklyn,Sunset Park,2019
237,4693,-73.9562158,40.7284275,20.0,2.0,Installed,1572381707016,1579496400000,-1,"Omni, lbe",[],,3,113,Brooklyn,Greenpoint,2019
238,4706,-73.931465,40.6927717,30.0,3.0,Installed,1572504797868,1575090000000,-1,Omni,"[""4706.jpeg"",""4706a.jpeg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
239,4712,-73.9967199,40.6608223,28.0,2.8,Installed,1572633563919,1574830800000,-1,Omni,[],,3,137,Brooklyn,Sunset Park,2019
240,4730,-73.9480391,40.6601574,37.0,3.7,Installed,1572870171449,1583038800000,-1,Omni,"[""""4730.jpg""""]",,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
241,4733,-73.912807,40.697881,22.0,2.2,Installed,1572886968114,1576645200000,-1,Omni,"[""4733.jpeg"",""4733a.jpeg"",""4733b.jpeg""]",,4,221,Brooklyn,Bushwick,2019
242,4734,-73.958639,40.65514,26.0,2.6,Installed,1572888767128,1600660800000,-1,Omni only,"[""4734.jpg"",""4734a.jpg"",""4734b.jpg""]",,3,134,Brooklyn,Prospect-Lefferts Gardens,2019
243,4745,-73.980043,40.727451,18.0,1.8,Installed,1572977753144,1579150800000,-1,"Omni, lbe","[""4745.jpg"",""4745a.jpg""]",,1,24,Manhattan,East Village,2019
244,4768,-73.9310911,40.6852983,20.0,2.0,Installed,1573156117361,1574658000000,-1,no Omni,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
245,4801,-73.9521009,40.694836,31.0,3.1,Installed,1573503654270,1590811200000,-1,Omni + AP,"[""""4801.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
246,4810,-73.910493,40.696134,29.0,2.9,Installed,1573535014946,1576990800000,-1,Omni,"[""4810.jpeg"",""4810a.jpeg"",""4810b.jpeg""]",,4,221,Brooklyn,Bushwick,2019
247,4830,-73.9573195,40.6881839,30.0,3.0,Installed,1573764207146,1581742800000,-1,Omni-only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
248,4848,-73.994932,40.6004379,29.0,2.9,Installed,1573967112656,1617249600000,-1,Omni-only,"[""4848.jpg"",""4848a.jpg"",""4848b.jpg""]",,3,170,Brooklyn,Gravesend,2019
249,4868,-73.958936,40.6546398,32.0,3.2,Installed,1574222469169,1581138000000,-1,Omni-only,"[""""4868.jpg""""]",,3,139,Brooklyn,Flatbush,2019
250,4869,-73.9491437,40.6869551,32.0,3.2,Installed,1574260766798,1575694800000,-1,Omni-only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
251,4891,-73.9583263,40.6548565,42.0,4.2,Installed,1574746769576,1594180800000,0,hub Omni,"[""""4891.jpg""""]",hub,3,139,Brooklyn,Flatbush,2019
252,4906,-73.913,40.6863177,18.0,1.8,Installed,1574889226608,1587528000000,-1,hub Omni,"[""""4906.jpg""""]",hub,4,221,Brooklyn,Bushwick,2019
253,4908,-73.9969699,40.6610723,30.0,3.0,Installed,1574955306952,1576126800000,-1,hub Omni,[],hub,3,137,Brooklyn,Sunset Park,2019
254,4922,-73.9991871,40.71198,20.0,2.0,Installed,1575166855098,1599192000000,-1,Omni,[],,1,31,Manhattan,Civic Center,2019
255,4934,-73.9376627,40.6912695,25.0,2.5,Installed,1575322414784,1576472400000,-1,Omni only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2019
256,4968,-73.9443631,40.6838261,22.0,2.2,Installed,1575738555157,1576386000000,-1,Omni only,"[""""4968.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2019
257,4996,-74.001559,40.655036,20.0,2.0,Installed,1576093348550,1577509200000,0,Omni only,[],,3,137,Brooklyn,Sunset Park,2019
258,5014,-73.90638,40.693888,43.0,4.3,Installed,1576294307481,1576990800000,-1,hub Omni+sectors,"[""5014.jpg"",""5014a.jpg""]",hub,4,221,Brooklyn,Bushwick,2019
259,5020,-73.9154758,40.6994517,32.0,3.2,Installed,1576448354395,1582779600000,-1,Omni,"[""""5020.jpg""""]",,4,221,Brooklyn,Bushwick,2019
260,5050,-73.899616,40.70672,46.0,4.6,Installed,1577018976590,1578718800000,-1,Omni,"[""5050.jpg"",""5050a.jpg"",""5050b.jpg""]",,4,218,Queens,Ridgewood,2019
261,5051,-73.9434447,40.669978,46.0,4.6,Installed,1577046859873,1578891600000,-1,Omni,"[""5051.jpg"",""5051a.jpg""]",,3,130,Brooklyn,Crown Heights,2019
262,5089,-73.9730046,40.634202,34.0,3.4,Installed,1577568883666,1618545600000,-1,Omni,"[""""5089.jpg""""]",,3,140,Brooklyn,Kensington,2019
263,5090,-73.904773,40.7005975,32.0,3.2,Installed,1577579741289,1581656400000,-1,omni,"[""5090.jpg"",""5090a.jpg""]",,4,218,Queens,Ridgewood,2019
264,5094,-73.9136386,40.6972587,20.0,2.0,Installed,1577644671616,1578373200000,-1,omni only,"[""""5094.jpg""""]",,4,221,Brooklyn,Bushwick,2019
265,5107,-73.9024139,40.695144,31.0,3.1,Installed,1577734595867,1594267200000,-1,Omni,[],,4,218,Queens,Ridgewood,2019
266,5108,-73.974917,40.678903,36.0,3.6,Installed,1577734640835,1613538000000,-1,Omni+lhg,[],,3,129,Brooklyn,Park Slope,2019
267,5126,-73.9746121,40.6692385,58.0,5.8,Installed,1577981365132,1585454400000,-1,Sxt-solo,"[""5126.jpg"",""5126a.jpg""]",,3,129,Brooklyn,Park Slope,2020
268,5127,-73.9557881,40.682804,32.0,3.2,Installed,1577990031718,1582952400000,-1,Omni,"[""5127.jpg"",""5127a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2020
269,5134,-73.9640609,40.6736557,64.0,6.4,Installed,1578014157452,1581224400000,-1,60lr to Wave60 + Omni,"[""5134.jpg"",""5134a.jpg"",""5134b.jpg"",""5134c.jpg""]",,3,126,Brooklyn,Prospect Heights,2020
270,5151,-73.980556,40.675448,39.0,3.9,Installed,1578403236752,1579410000000,-1,hub Omni,"[""""5151.jpg""""]",hub,3,129,Brooklyn,Park Slope,2020
271,5153,-73.9908285,40.7270219,32.0,3.2,Installed,1578413009643,1578978000000,-1,Omni,"[""5153.jpg"",""5153a.jpg"",""5153b.jpg"",""5153c.jpg"",""5153d.jpg"",""5153e.jpg""]",,1,24,Manhattan,East Village,2020
272,5155,-73.989996,40.717379,32.0,3.2,Installed,1578415509838,1580533200000,0,Omni,"[""""5155.jpg""""]",,1,29,Manhattan,Lower East Side,2020
273,5171,-74.0061278,40.6574,35.0,3.5,Installed,1578603886597,1573275600000,0,Omni,[],,3,137,Brooklyn,Sunset Park,2020
274,5183,-73.945962,40.682733,30.0,3.0,Installed,1578780357564,1579582800000,-1,MoCA 3607,[],,3,122,Brooklyn,Bedford-Stuyvesant,2020
275,5188,-73.9960706,40.7131571,32.0,3.2,Installed,1578843346984,1582952400000,-1,Omni only,"[""""5188.jpg""""]",,1,30,Manhattan,Chinatown,2020
276,5218,-73.975613,40.669443,58.0,5.8,Installed,1579201095480,1579755600000,-1,Sxt solo,[],,3,129,Brooklyn,Park Slope,2020
277,5243,-73.9488331,40.6717935,44.0,4.4,Installed,1579652844465,1584331200000,-1,Omni,"[""5243.jpg"",""5243a.jpg"",""5243b.jpg""]",,3,130,Brooklyn,Crown Heights,2020
278,5276,-73.9257637,40.6829556,28.0,2.8,Installed,1580087130452,1608958800000,-1,Omni,"[""5276.jpg"",""5276a.jpg"",""5276b.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2020
279,5283,-73.951106,40.689587,29.0,2.9,Installed,1580182459028,1580878800000,-1,hub Omni + wAP 60G,"[""""5283.jpg""""]",hub,3,122,Brooklyn,Bedford-Stuyvesant,2020
280,5300,-73.9919902,40.6597603,43.0,4.3,Installed,1580351769277,1582520400000,-1,Omni,"[""5300.jpg"",""5300a.jpg""]",,3,137,Brooklyn,Sunset Park,2020
281,5301,-73.9587214,40.6547442,31.0,3.1,Installed,1580360361211,1583985600000,-1,Omni,[],,3,139,Brooklyn,Flatbush,2020
282,5305,-73.955429,40.623647,27.0,2.7,Installed,1580413963844,1580792400000,-1,Omni,[],,3,150,Brooklyn,Midwood,2020
283,5307,-73.912387,40.6877037,23.0,2.3,Installed,1580428083442,1582434000000,-1,Omni,"[""""5307.jpg""""]",,4,221,Brooklyn,Bushwick,2020
284,5327,-73.9431921,40.672396,43.0,4.3,Installed,1580602422558,1584417600000,-1,Omni,"[""5327.jpg"",""5327a.jpg""]",,3,130,Brooklyn,Crown Heights,2020
285,5328,-73.918159,40.676152,40.0,4.0,Installed,1580602993471,1641704400000,-1,Omni,"[""5328.jpg"",""5328a.jpg"",""5328b.jpg""]",,3,130,Brooklyn,Crown Heights,2020
286,5344,-73.9653485,40.6766473,56.0,5.6,Installed,1580747480439,1567569600000,-1,Omni,"[""5344.jpg"",""5344a.jpg"",""5344b.jpg""]",,3,126,Brooklyn,Prospect Heights,2020
287,5351,-73.9369086,40.6913976,31.0,3.1,Installed,1580769178412,1583899200000,-1,Omni,"[""5351.jpg"",""5351a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2020
288,5366,-73.9284733,40.6972482,27.0,2.7,Installed,1581015735472,1583643600000,-1,Omni only,"[""5366.jpg"",""5366a.jpg""]",,4,221,Brooklyn,Bushwick,2020
289,5420,-73.9984504,40.6596629,21.0,2.1,Installed,1581722209967,1592280000000,0,Omni,[],,3,137,Brooklyn,Sunset Park,2020
290,5421,-73.9309189,40.683796,28.0,2.8,Installed,1581733180757,1637730000000,-1,Omni,"[""""5421.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2020
291,5451,-73.9131284,40.6801869,33.0,3.3,Installed,1582131240377,1584158400000,-1,Omni,"[""""5451.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2020
292,5473,-73.981745,40.668334,43.0,4.3,Installed,1582321850702,1607230800000,0,Omni only,"[""""5473.jpg""""]",,3,129,Brooklyn,Park Slope,2020
293,5501,-73.9443908,40.6916277,28.0,2.8,Installed,1582578535545,1617595200000,0,omni only,[],,3,122,Brooklyn,Bedford-Stuyvesant,2020
294,5520,-73.9782516,40.7298657,45.0,4.5,Installed,1582775543960,1583384400000,0,omni only,"[""""5520.jpg""""]",,1,21,Manhattan,Stuyvesant Town,2020
295,5578,-74.0015159,40.6554999,16.0,1.6,Installed,1583325968419,1606021200000,-1,Omni only,"[""""5578.jpg""""]",,3,137,Brooklyn,Sunset Park,2020
296,5581,-73.946078,40.728026,8.0,0.8,Installed,1583356337548,1597291200000,-1,Omni only,[],,3,113,Brooklyn,Greenpoint,2020
297,5588,-73.9198027,40.6896781,25.0,2.5,Installed,1583440739893,1598155200000,0,Omni,"[""""5588.jpg""""]",,4,221,Brooklyn,Bushwick,2020
298,5635,-73.955203,40.680169,35.0,3.5,Installed,1583956413447,1584158400000,-1,Omni,[],,3,122,Brooklyn,Bedford-Stuyvesant,2020
299,5639,-73.9898712,40.7130642,23.0,2.3,Installed,1584020811401,1609045200000,-1,Omni,[],,1,29,Manhattan,Lower East Side,2020
300,5671,-73.9986888,40.712526,26.0,2.6,Installed,1584297033423,1615611600000,0,Omni,"[""""5671.jpg""""]",,1,31,Manhattan,Civic Center,2020
301,5686,-73.9627227,40.6620974,47.0,4.7,Installed,1584358442165,1617854400000,-1,Omni,"[""""5686.jpg""""]",,3,134,Brooklyn,Prospect-Lefferts Gardens,2020
302,5712,-73.954692,40.73683,22.0,2.2,Installed,1584535526713,1622779200000,-1,hub Omni + sector,"[""5712.jpg"",""5712a.jpg""]",hub,3,113,Brooklyn,Greenpoint,2020
303,5790,-73.9799865,40.6879844,37.0,3.7,Installed,1585416926829,1585713600000,0,wired,[],,3,119,Brooklyn,Fort Greene,2020
304,5797,-73.9524405,40.6800055,34.0,3.4,Installed,1585589980046,1604293200000,-1,wired,"[""5797.jpg"",""5797a.jpg""]",,3,122,Brooklyn,Bedford-Stuyvesant,2020
305,5806,-74.012841,40.677626,16.0,1.6,Installed,1585688437455,1586836800000,-1,Omni,[],,3,128,Brooklyn,Red Hook,2020
306,5812,-73.9809525,40.7287361,26.0,2.6,Installed,1585772649609,1650859200000,-1,Omni,"[""5812.jpg"",""5812a.jpg""]",,1,24,Manhattan,East Village,2020
307,5813,-73.9680418,40.7074914,58.0,5.8,Installed,1585773033089,1585713600000,-1,Omni,[],,4,216,Brooklyn,Williamsburg,2020
308,5833,-73.983492,40.7242705,21.0,2.1,Installed,1586045368421,1594612800000,-1,Omni only,"[""""5833.jpg""""]",,1,24,Manhattan,East Village,2020
309,5854,-73.924732,40.6985602,27.0,2.7,Installed,1586366351752,1586750400000,-1,SXT,[],,4,221,Brooklyn,Bushwick,2020
310,5863,-73.921814,40.688257,24.0,2.4,Installed,1586550246892,1589947200000,-1,SXT,"[""""5863.jpg""""]",,3,122,Brooklyn,Bedford-Stuyvesant,2020
